tarih,derece,yorum
2021-04-29,4,Ürünün görüntüsü ve kullanımı rahata benziyor. İçerisinde ki mikrodalga kapağını ben aldım ürüne ait değil.
2020-01-20,5,Ürün sorunsuz geldi. Gayet kaliteli hiç bir problemi yok kesinlikle tavsiye edebilirim. Kurulumu ve kullanımı çok kolay.
2019-09-21,3,Ürün markasının ağırlığını taşımıyor. Çok basit ve kalitesiz bir ürün izlenimi veriyor. İşçilik çok zayıf. Kapak sanki defolu gibi yamuktu. Dış sacda da kalitesizlik bariz.
2021-11-05,4,"Ürünün iç aksamının granit yüzeyli olması temizliği açısından artısı.Boyut olarak biraz daha küçük olabilirdi diye düşünüyorum.Ön camının siyah olması içerdeki ürünün kontrolünü zorlaştırdığı gibi içerde ki tabağı yerleştirdiğiniz ve tabağın dönüşünü sağlayan temper cam dairesel tepsinin zaman zaman yuvasından çıkarak dönüp dönmediğini kontrol etmenizi zorlaştırıyor.Gece kullanıyorsanız ve ortam karanlıksa fırın iç aydınlatması yandığı için siyah kapak camından anca görebiliyorsunuz.Fark ettiğim diğer bir husus çok dolu ve zaman olarak biraz daha uzun süreli ısıtma gerekebilecek tabaklarda ürünü ısıtıp çıkardığımda tabağın içinde ısıtılan ürünlerin bölgesel olarak 2/7 lik bir alanının baklava dilimi gibi soğuk kaldığını diğer bölgelerin istenen zaman dilimine göre oldukça iyi ısındığını fark ediyorsunuz.Tam emin olmamakla birlikte bu bir arızamıdır,başından beri böylemiydi yoksa sonradan mı oldu bundan emin değilim ama düşüncem fırın iç kapasitesinin büyük olması buna neden oluyor.Diğer bana göre çok sinir bozucu gelen bir özelliği ise ürünü ısıtıp bitirdikten ısınan ürünü fırın içinde unutmamanız için düşünülmüş akıllı hatırlatma sesli ikazı.Olaki hemen almanıdınız 10-15 sn de bir almanız için kendini yırtıyor,sanırsınız içinde nükleer bomba var.İş görüyormu görüyor Çok memnunmusunuz derseniz performansı beni tatmin etmedi."
2019-09-02,3,"Tasarlarken neden böyle bir tercihte bulunmuşlar anlamıyorum. İçine koyduğunuz yiyecekler köpürüp taşacak mı, kuruyup kalacak mı, devrilip bir şey olacak mı, alt tablanın dönmesine bir şey engel olacak mı olmayacak mı bunların hiçbirini göremiyorsunuz. Öyle koyu bir cam filtresi var ki ilk defa mikrodalga fırın kullanıyorum tabi deneme yanılma yöntemiyle ne koyarsak ne olur, hangi wattda koymam lazım gibi şeyler deniyorum fakat sadece yiyecekleri koyarken ve çıkarırken görebiliyorum."
2018-12-22,5,"Kullanmadan yorum  yapmak istemedim, ürünü Black Friday&#039;den almıştım. Ürün ortalama mikrodalga için yeterli. Yeni aldığım için tariflerdeki sürelere bakarak kestane, mısır, mantı, sarma, yemek ısıtma, kek yapımı vb denedim. Elektrikli fırınım çok eski olduğu için keklerim istediğim gibi olmuyordu, sorun bende zannediyordum değilmiş. tariflerle uyumlu bir şekilde istediklerimi elde ettim. "
2021-04-15,5,Ürün çok güzel fiyatı performans olarak iyi iyiki almışım 1.10 ekmek pide eldeymiyecek şekilde ısıtıyor fazla pahalı almaya gerek yok tavsiye ederim
2022-03-07,5,Ürün gayet şık ve güzel almak isteyene tavsiye ederim.
2022-03-08,5,Yayla evim için almıştım. Çok hızlı ulaştı ürün. Servis bugün geldi açtı ve burada kullandığım mikrodalgadan daha güzel ve daha fonksiyonel olduğunu görünce bunu kuralım diğerini yaylaya götürürüm dedim :) Kurdular ve kullanmaya başladım bile bu fiyata dört dörtlük bir ankastre
2022-03-05,5,"Urün goreseli güzel kullanimi rahat çok sık bir urün iyi paketleme olmasina ragmen inox kismi zedelenmis sekilde geldi, rapor tutuldu umarim hizli bir sekilde degisime gider"
2021-08-26,5,Ürün  çok  hızlı  bir  şekilde  elime  ulaştı.  Teknik  servis  sorunsuz  bir  şekilde  kurulumunu  yaptı.  Şu  an  gayet  iyi  çalışıyor.  Görsel  açıdan  da  hoş  duruyor
2021-08-30,5,"Ürün  beklediğimden  iyi  geldi.  Tuşları  cam  ve  dokunmatik ,  ızgara  özelliği  var,  nem  sensörü  varmış  bir  de ,  bundan  önce  solo  mikrodalga  kullanıyordum  fakat  bu  modelin özellikleri  daha  fazla."
2021-10-02,5,Ürün çok güzel ve dışarıya göre çok Uygun almak istiyenler gönül rahatlığıyla alabilir standart ölçü montajda sorun yaşamadık serviste erken geldi kesinlikle fazla para veripte dışardan almayın
2021-10-04,5,Çok güzel bir ürün indirimdeyken aldım dışarıya göre çok iyi kargoda hemen geldi serviste kurulumunu yaptı kesinlikle almak istiyenler düşünmeden alsın
2022-03-07,5,Urunu kullanma firsatim olmadi ama cok kaliteli durdugunu soyleyebilirim
2022-02-13,5,Teşekkürler. Çok memnunum
2021-08-13,5,Henüz kurulumunu yapmadık ama piyasadan daha uygun fiyata hepsiburada dan aldım...
2022-03-22,5,Çok güzel
2021-01-22,5,Çeyizim için aldım baktım ama kullanmadım paketlenmesi çok güzel çok pahalı ürünlere gerek yok aynı ürün ablamda var gayet iş görüyor teşekkürler
2020-11-18,5,Hotpoint Ariston bir harika Teşekkürler Gönül rahatlığıyla alabilirsiniz
2021-04-01,5,"çok memnunum, kullanması çok kolay ve gerçekten iyi ısıtıyor. yakmadan, birazı çok sıcak birazı buz gibi olmadan vs. 
pişirme modunu denemedim ama buz çözme özelliği kesinlikle hayat kurtarıcı"
2021-10-31,5,Uzun zamandır kullanıyorum sorun yok
2021-05-10,5,Satıci son derece ilgiliydi...hizli kargolandi..hasarsiz teslim edildi..3monline saticisina tesekkur ederim...
2021-12-13,5,Ürün çok kullanışlı ve hızlı teslimat
2021-01-15,5,"Çok başarılı bir ürün, tamamen dijital ayarlanması ve üzerinde Saat ve Timer ı olması çok hoşumuza gitti. Ayrıca pratik modda pişirme süresi bitse bile fanı çalışmaya devam ediyor bu da fırın içinde kötü koku oluşumunu önlüyor. Görünümü de olduça şık ve kaliteli duruyor."
2021-01-22,5,Güzel ürün. Fiyatıda emsallerine göre iyi. Gönül rahatlığıyla alabileceğiz  bir ürün. İlk denememizi kakaolu kek yaparak test ettik gayet başarılı.
2021-01-05,4,"Sesi biraz fazla geldi, Cam tabak tam oturmuyor gibi? Fiyat/performans açısından bakıldığında beklentilerimizi karşıladı diyebilirim."
2021-04-25,5,Bu fiyata çok iyi elektronik kontrol ayrı bir güzel oluyor
2022-04-22,5,"Çok şık bir fırın. Buharda pişirme olayı güzel. Hazır programları kullanışlı. Tek tuşla da çalışıyor. 
Memnunuz."
2020-05-09,4,Ürün çok güzel görünüyor fakat ürün darbe alıp içine batmış olarak geldi.daha kullanamadım geri gidecdk😥
2021-10-15,5,Beğendim güzel
2021-10-20,5,Samsung yani.
2021-04-21,5,"Kargo çok kısa sürede geldi, üründen genel olarak memnun kaldım, kullanımı oldukça  basit."
2020-10-30,5,"Beklediğimden çok daha iyi çıktı, iyi ki almışım. Biz en çok manuel ısıtma için kullanıyoruz, gayet başarılı. Çok şık görünüyor. Cam tablası sağlam. İçinin ışığını ben yeterli buldum. Çabuk teslim edildi. Hep Arçelik alırdım son yıllarda çok bozdular, bundan sonra büyük küçük beyaz eşyamı Samsung’dan güvenle alacağım."
2021-08-15,5,kaliteli bir ürün
2021-03-29,5,Ürün çok kaliteli uygun fiyat paketleme ve kargo sorunsuz ihtiyacı olanlara tavsiye ederim
2021-05-29,5,Uygun fiyata aldım ürün gayat güzel ve kaliteli
2021-05-22,5,"Ürün gayet başarılı,buz çözme olayı da çok iyi 👍🏻"
2021-09-11,5,"Uzun zamandır takip ettiğim bir cihazdı. Piyasanın oldukça düşük fiyatına aldım buradan. 24 saat dolmadan ürün teslim edildi ve ertesi gün de Samsung yetkili servisi ücretsiz kurulumunu yaptı. Servis çalışanları çok ilgili ve işlerinin ehli olmalarının yanı sıra çözüm odaklılardı. Resimlerde de göründüğü gibi ankastre boşluğuna mükemmel bir şekilde oldu. Ürünü anlatmaya verek yok zaten, Samsung kalitesi. Bu arada ürün sitede satış sayfasında görünen resimdeki gibi gelmedi ama bu gelen çok daha şık bence. Kısacası ürün de hepsiburada da, kargo da, servis de kusursuzdu.Planlayanlar düşünmeden alabilir. Teşekkürler her şey için."
2021-10-30,5,"Ürün sorunsuz bi şekilde bana ulaştı.
Ürün hakkında daha bir yorum yapamıyorum çünkü Ürünü daha açmadım.
Teşekkürler 🙏"
2021-08-25,5,"Gün içerisinde kargoya verildi, paket ambalaj çok iyi.
Samsung yetkili servis ücretsiz kurulum sağladı"
2021-06-12,5,"Ürün güzel satıcı hızlı bir şekilde yolladı yetkili samsung servisi kurulumunu yaptı. 
ancak bilginiz olsun standart ankastre mikrodalga boşluğuna tam olmuyor üstte boşluk kalıyor. Çok araştırdım yazılan ölçünün yanlış olduğunu düşündüm Samsung servislede konuştum onlarda tam bilmiyor sonuç olarak açıklamada yazan ebatlar doğru"
2021-07-15,5,Hiç düşünmeden alın ben yorumlara bakarak almıştım iyikide almışım tüm ankastre yerlerine tam oluyor çok güzel oldu samsung olması dahada  güzel teşekkürler hepsi burada......
2021-10-02,5,Ürün sorunsuz bir şekilde geldi servis ertesi gün gelip yerine taktı teşekkürler.
2022-04-09,5,Ürün tam anlatıldığı gibi beklentimi karşıladı. Garantisi kutusu herşeyi tastamam👍
2021-09-05,5,Çok şık bir ürün. Mutfağa çok yakıştı. Fiyatı da diğer urunlere göre uygun. İçinden plastik bir pişirme kabı hediye olarak çıkıyor. Çok kaliteli bir pişirme kabı. Servis ertesi gün gelip taktı. Gorseldeki den daha farklı bir kapağı var. Gelen kapak daha güzel. Resim paylaşanlar da var. Izgara özelliği yok. Zaten fırın varsa fazla para vermeye gerek te yok. Tavsiye ederim.
2021-10-16,5,Ürün gerçekten çok güzel ücretsiz servis kurulumu yapıyor resimden daha güzel geliyor ama 1 cm yukarıdan açık kalıyor
2021-09-24,5,"Servis gelip kurulumu yaptı. Yerine tam oturdu, epeyce program falan var, içi de seramik gibi bir malzemeden. Güzel de görüntüsü var."
2022-02-05,5,"Ürün kalitelş ve şık, eski davlumbazınızın üstteki metal boru kapatma kısmını atmayın, yeni üretilenler kısaymış, benğm, eski espiratörümün boru saklama metalini tekrar kullandılar çünkü kısa geldi, bunu kullanmazsak havalandırma borusu açık kalır dediler. Servis 3 günde gelecek dediler 4 gğnde geldi ve ben 1 gün boyunca bugğn servis gelecek dedikleri için beklemek zorunda kaldım. Takacağız dedikleri gün takmalarını beklemeyin. Ürünün diltre kısmı çok geniş, diğer markalardaki küçücük filtreler gibi değil çok güzel. Işığı çok aydınlatıyor mutfakta sadece onu kullanarak bile aydınlanabilirsiniz."
2022-04-16,5,"Anneannemin mutfağı için aldık sapasağlam, güzel muhafaza edilmiş şekilde elimize ulaştı. Hemen Kumtel müşteri hizmetlerini arayarak ertesi güne kurulum için yetkilileri de çağırdık, mükemmel hizmet. Bizim tek bir sıkıntımız oldu, o da bizim dolaplarımızdan kaynaklı montaj problemi. Onun dışında hiçbir problem yaşamadık, ilginiz için teşekkürler😊"
2022-03-31,5,"Sapasağlam elime ulaştı, kurulum için servisten randevu aldım, ertesi gün sagolsunlar gelip kutuyu açıp güzel bir şekilde montajını yaptılar. Bacali olarak kurduk, gayet güzel çekiyor. Işığı çok iyi beyaz ışık. Gece lambası gibi. Memnunuz tavsiye ederim"
2022-04-22,5,Güzel ve kullanisli
2022-04-25,1,"Bana gönderilen ürün daha önce kullanılmış ve sökülmüş. Ürünün ışıkları çalışmıyor ve davlumbazın üst kısmı boruyu kapatmaya yetmemiş. Kendimiz kurarız, kurulum basittir dedik fakat pişman olduk. Yetkili servis açmadığı için geri de iade edemedik, öyle kaldı."
2022-03-23,5,Güzel ve saglam
2022-03-28,5,Uygun fiyata güzel ürün
2022-04-18,1,Kesinlikle 5 kuruş etmez ürün satıcısı yanlış bilgi verdi kalite çok kötü servis 450 bar değil 250 bar dedi kılavuzda 450 yazıyor ürün dokunmatik değil Manuel 2 kademe değil tek kademe paketleme berbat monte edildiği için artık iade etmiyecem ama kesinlikle tavsiye etmiyorum.
2022-03-25,3,"Ürün fotoğrafta göründüğü gibi, çekim gücü düşük teknik servis kötü. Gelip buraya olmaz deyip gidiyorlar. Ürünü alacaklar sadece görüntü olsun diyorlarsa alabilirler."
2022-04-25,3,2 aşamalı deniliyor maalesef 1 aşamalı ürün destek olmadan kapağı açık durmuyor
2021-10-03,5,Ben çok memnun kaldım harika ücretine göre
2022-04-08,5,mükemmel bu paraya bedava
2022-05-10,5,Çok başarılı bir ürün kargo ve kurulum çok hızlıydı
2022-04-04,5,Hız kademesi yok ama idare eder. Yetkili servis karbon filtresini yüksek meblaya satmaya çalıştı bu tuzağa düşmeyin Hepsiburada da uygun fiyata karbon filtre var.
2022-05-07,4,Ürün gayet güzel çok gürültülü yazmışlar ama gerektiği kadar gürültülü.kargo hızlı.servis hızlı.ancak ürün içinde baca olmalı ekstra para isteniyor.çok saçma.
2021-05-12,4,Ürün paketlemesi güzeldi fakat kuruluma gelen servis görevlisi ekstra 140 tl daha istedi.Karbon filtre için dedi.Kendimiz alıcağımız için filtre istemedik.Bu seferde yol ücreti istedi 30 tl.Verdik.Ama ürün görüntü olarak güzel.Kiraya verdiğim eve taktırdığım için deneme şansım olmadı.
2022-04-08,3,Servisi vasat 150 TL karbon filtre için istediler. 40 TL  baca borusu için üstelik baca borusu varken söküp bu olmaz diye aynısını kendilerinden taktılar. aynısı bu dediğimizde yok bu heryere dönüyor dediler; sabit bir cihaz için. Karbon filtreyi biz alacağız dedik sadece 40 TL ile kurtardık biz onu da mecbur bıraktılar
2022-03-31,5,Güzel sağlam geldi
2022-02-15,5,Görselde gösterildiği gibi. Zamanında teslim.
2022-04-30,5,Harika
2022-03-14,4,Bir kaç gündür kullanıyoruz Kumtel servisi bağlandığında karbon filtrede taktırdım şimdilik tek sorun motor sallandıkça arkadaki tahtaya çarpıyor oda ses yapıyor oda ürünle alakalı değil
2022-02-16,5,Motorunda bi sıkıntı oluştu ama servis halleti çok şükür. Gayet iyui bence kullandıkça daha net anlatacağım. 1 günde elime ulaştı 1 günde de takıldı. Memnun kaldım
2022-04-14,5,24 saat geçmeden ürün elimdeydi. Paketleme gayet özenliydi. Servisde bir gün içinde hemen geldi. Çekim gücü de gayet iyi.Teşekkürler ☺️
2022-02-14,4,Ürün  yarım günde elimde ulaştı gayet güzel ve iyi paketlenmişti fiyatına gayet güzel bir ürün tek eksik fiş biraz kısa  satıcıya teşekkür ederim .
2022-04-11,5,"İyi bir ürün, kokuyu güzel çekiyor. Ama diğer yorumlarda da bahsedilmişti, gerçekten gürültülü çalışıyor. Bir de bacanızın yeriyle uyumlu olup olmadığını öğrenerek alın,  monte etmeden önce bize biraz sıkıntı çıkmıştı."
2022-04-15,4,Ürün güzel şık duruyor ama cok kaliteli değil düğme kısmı bir haftada renk değiştirdi soyuldu servis çağırıp değiştirdik aspiratör den buna geçmek istiyorsanız da baya iş çıkıyor Kumtel servisi de begenmedik
2022-04-11,5,Ürün güzel ama bir şıklığını çalmışlar ama her halükarda kullanılabilir ve güzel temiz bir ürün
2022-01-30,5,Kurulum İçin servis 50₺ ücret istedi. Ancak set olarak sarın alınırsa ücretsiz kurulum oluyormuş
2021-10-19,5,Ürün fiyat olarak gayet iyi. İsim yapmis markalara fazla para odemektense bu urun gayet kullanisli ve is gorur. Fiyat performans urunu.
2021-11-15,5,Ürün hakkında gerekli bilgiyi anında ve güzel bir şekilde aldım. Servis hizmeti çok iyi idi servis açtirdiktan sonraki ilk iş günü kurulum icin geldiler. Servis hizmetinden de memnun kaldim.
2022-04-09,5,sessi titreme dışında oldukça yeter seviuyede çekiş gübü de yeterli tavsiye ederim
2021-08-10,5,"Gayet şık, özellikleri diğer markalarla aynı, fiatı iyi, dokunmatik, uzaktan kumandalı, güçlü emiş gücü, daha ne olsun."
2021-10-19,5,Ürün güzel beklentimizi karşıladı tavsiye ederim
2021-09-23,5,Gönül rahatlığıyla alabilrsiniz arkadaşlar kumandası var dokunmatik harika cam tasarim daha ne olsun bu fiyata
2022-04-29,4,"Bu ürün(Kumtel cam davlumbaz) siparişten 1 gün sonra teslim edilecekti fakat 3 gün sonra getirildi.Ambalaj güzel ve ürün sağlam ulaştı. Fakat ücretsiz kurulum olduğu belirtilmesine rağmen,priz yeri bahane edilip kurulmadı ve tekrar geliş için de servis ücreti talep edildi. Henüz kurulmadığı için performans yorumu mümkün değil"
2022-04-24,5,Ürün geldi baktık inceledik defulu çıktı geri iade ettik paramızıda aldık
2022-01-10,2,Ürün geldi servis cağırdık geldı ve kurulumu yaptı gıttı ama üründe şöyle bir sıkıntı var ürünün ana gövde sacı bildigimiz yag tenekesigibi ürün calistıgında adeta her yeri bildigimiz teneke çalıyormuş gibi ötüyor  yanı kısaca görsel güzel Ama kaput yaramaz Söylemeden gecemeyeceğim ürünün icınde karbon filitresi ise yok buda 150 tele yanı ekstra ücret alınıyor  alınırmı  bunun icinse bir şey diyemiyorum tercih meselesi ( Markadan  Saşmam birdaha 🤔🤔🤔
2021-11-22,4,"Ürün iyi ve kaliteli fakat servis öyle değil maalesef.
Kutunun içinden baca ve filtre çıkmıyor ve servis bunun için 150 TL istiyor bir de doğalgaz bağlantısı için 40 TL. Gaz kacağı vardı servis geri geldi sarı hortum değişecek isterseniz bizde var dediler o da 150 TL. Açıkçası ürün çok iyi servis berbat."
2021-10-03,5,Güzel şık bir ürün ücretsiz montaj kumandalı olması alırken kumandalı olduğunu bilmiyordum sürprizi oldu bize dokunmatik LED aydınlatma güzel
2022-04-22,5,Çok yakıştı ücretsiz kurulum yapıldı teşekkür ederiz
2022-02-25,5,"Fiyatına göre çok iyi. Bayağı diğer markalarla karşılaştım.  Hem daha az desibel hem cekim gücü daha iyi hem fiyatı cok iyi. Yaklaşık 1 ay kullaniyoruz,sorun yok . Gelen ekip servis iyiydi. Tavsiye ederim ."
2022-03-25,5,Ürün fiyat performans ürünüdür. İlk gelen ürün bozuk çıktı ve 2 gün içinde HB yenisini gönderdi. Hızları için teşekkür ederim. Keşke led ışığı gün ışığı veya sarı olsaymış daha iyi olurmuş. Ses seviyesi bana düşük geldi.
2022-04-29,5,Ürün güzeldi fakat kurulum servisi berbat müsteri hizmetleri cevap vermiyor  başka sorun yokdur.
2022-03-21,5,Servis çok iyiydi kisa sürede gelip kurdular davlumbaz ı teşekkürler
2022-04-10,5,Gayet güzel ve kullanisli
2021-11-07,5,Ürün gayet şık ve işlevsel servis ücretsiz gayet ilgili parasını fazlasıyla hak ediyor..
2021-12-02,4,Urun fiyat performans urunu. Kargoya verildiginde cok ozenli degildi fakat satici gayet ilgili baca baglantisi siyah urun almama ragmen gri gelmisti fakat bildirmemin uzerine hemen yenisini gonderdiler. Bu fiyata daha iyisini bulabileceginizi de zannetmiyorum.
2022-01-04,5,Gayet güzel geldi memnunum serviste hemen geldi kurulumunu yaptı
2022-04-17,5,Güzel basarili
2022-04-23,4,Öncelikle alacak olan herkese çekim gücü olarak tavsiye ediyorum anc
2019-12-04,5,"Çok ürünü bir çok siteyi araştırarak bu modele karar verdim. Çalışması ve özellikleri bakımından zAten araştırıp bu fiyata bulamayacağınız bir ürün. Aynı özellikleri farklı ve kaliteli bir markada iki katına bile zor bulabilirsiniz. Ve hepsinden önemlisi satış sonrası ilgilenmeleri. Size özel bir whatsapp sohbetinden mesaj gönderip her türlü sorununuzda kendileri ile iletişime geçip çözüm üreteceklerini yardımcı olacaklarını anlatıyorlar. Ürünün arkasında duran, benim de aldığıma çok memnun kaldığım bi firma. Böyle firmaları gönül rahatlığı ile tercih edebilirsiniz. ( bir şey alırken yorumlara çok bakarım insanların ne dediği ile ilgili ben gönül rahatlığı ile önerebiliyorum umarım görüp alan kişi de pişman olmaz )"
2020-07-14,5,Ürünü alalı 2 ayı gecti birşeyler yazılmalı artık. Ilk 3 kademe gerçekten çok sessiz dalgın bi anınıza gelse açık unutursunuz ve bu 3 üncü kademede biber kabak gibi kizartmalarinizi kokusuz bir şekilde yapabilirsiniz. 4 ve 5 te ses yükseliyor ama öyle çok rahatsız edici bir şekilde değil. Ayrıca aydinlatmasida gayet sık. Bu fiyata piyasada alınabilecek em iyi ürün olabilir.  Çok memnun kaldim.
2019-04-30,5,1 sene oldu ve bu süre zarfında davlumbaz profesörü oldum. Bu markayı uzun süre araştırdım forumlara kadar okumuştum. Her açıdan çok ilgili bir marka zaten şikayetvar&#039;da bile üründen şikayet eden yok. Mutfağınızdaki baca deliğinin ve kullandığınız boru çapının sessizlik ile çok doğru orantılı. Mutfağınızdaki delik çapının en az 12 cm çapında olması gerekiyor ki ürünü normal sessiz biçimde kullanın. Bu standart tüm markalar için geçerli yasal zorunlulukmuş zaten. Ama Türkiye&#039;de 9-10 cm çapında delik de çok var (mesela bizimki öyleydi) ve böyle olursa ürün 1. kademede bile biraz ses yapar çünkü hava sıkışıyor. Sonra biz deliğimizi 12 cm çapına genişlettik ürün rahatladı. Delik çapınızı kontrol edin. Hatta Avrupa standardı 15 cm&#039;miş o zaman çok daha sessiz oluyor deniyor ama biz 12 cm ile de gayet sessiz kullanıyoruz sorun yok.
2020-04-16,5,"Tam da virüsün yayıldığı zamana denk geldi montaj işi. Başka bir servisi çağırdım ve montajı yaptılar, Kügerr iletişim merkezi tüm adımları izledi ve sordu. Gayet ilgiliydi temsilci Leyla hanım. Garanti kapsamına alındı. Sonrasında bana ek bir filtre ve montaj için diğer servise verdiğim ücreti hesabıma iade ettiler. Ürün gayet başarılı, 1 ve 2. kademeler çok sessiz, 3. kademe bile diğer ürünlerin 1.kademesinden daha sessiz. Şık bir ürün, 2 adet yuvarlak led lambası gayet güçlü. Uzaktan kumandası küçük. Unutma derdi yok çünkü zaman sayacı var. Ürün ve temsilcileri gayet başarılı..."
2020-06-20,5,Davlumbaz almak için uzun süre araştırma yaptım. Bilinen bütün markalara baktım. Kügerin noter huzurunda çekilmiş videosunu görünce mutlaka bunu almalıyım dedim. Model konusunda kararsız kaldım ve kügere mesaj attım. Hemen geri dönüş yaptılar. Leyla hanıma çok teşekkür ederim gerçekten çok ilgili beni bilgilendirdi ve her konuda kendisini arayabileceğimi söyledi. Türkiye genelinde sadece internet üzerinden satılıyor ama sakın tereddüt etmeyin mutlaka alın. Aldım ve çok memnunum. Evim yemek kokusundan kurtuldu . Teşekkürler kügerr..
2019-12-28,5,"Bugune kadar çok marka gördüm ama böylesini görmedim! Ürünü aldığım andan itibaren öyle bir ilgiyle karşılaştım ki hayretler içerisinde kaldım, asla pişman olmazsınız! şikayetvar.comdan bakın, müşteri memnuniyeti %99 olan başka bir marka göremezsiniz! Urunlerinin arkasında duruyorlar ve sizin memnun olmanız için herseyi yapıyorlar, buradan müşteri temsilcim Leyla Hanıma ve özellikle Soner Beye çok teşekkür ederim, iyi ki Kügerr iyi ki TNS!!!"
2020-03-16,5,Uzun bir araştırmadan ve yorumlardan sonra almaya karar verdim iyikide almışım çekişi çok güzel üstelik çok sessiz rahatsız etmiyor iletişimde ve watsap hattında çok ilgililer çok teşekkür ederim 2aydir kullanıyorum kesinlikle tavsiye ederim çok memnunum çok beğendim teşekkürler kugerrr
2021-09-27,5,"Çok kaliteli ve güzel bir ürün.
Teka marka davlumbazı değiştirdik. Eskisi hem çok ses yapıyor hem de düğmeleri bozulmuştu. Türkiye imalatı bir ürün. Diğer davlumbazlara göre daha kalın bir saç kullanılmış. Uzaktan kumandası var. Müşteri temsilcisi ise hem kurulumdan önce hem de kurulumdan sonra arayıp soruyor. Müşterileri ile çok ilgili bir firma.
Gerçekten de çok sessiz. 
Kesinlikle tavsiye ederim."
2020-11-26,5,Ürün gerçekten çok sessiz .. evde baca olmamasına rağmen karbon filtre ile bile gerçekten harika.. Sadece servis acemi idi yine de yavaşta olsa güzel işçilik çıkardılar .. Sessizlik isteyenlere tavsiye ederim 👏
2020-11-24,5,çok araraştırarak aldık lakin hakkını veriyor. baca çıkışınız uygunsa randıman alırsınız.
2020-03-30,5,"ürünü birkaç aydır araştırıyordum. öncelikle bu tip ürünlerin performansları dış faktörlere de çok bağlı olduğundan en sessiz ve verimli kullanım için bazı basit noktalara dikkat edilmesi gerekiyor. ben çeşitli forumlarda okumuştum, kügerr kolilerinin üstüne de yapıştırıyormuş bu uyarıları şimdi 1-2 aydır. bunlardan en önemlisi: eğer ürünü baca bağlantılı kullanacaksanız baca çıkış deliğinizin en az 12 cm çapında olması ve menfez kullanıyorsanız sökmeniz. çünkü kügerr yaklaşık 1000 metreküp emiş gücü yaptığı için bu menfezler ekstra daralmaya sebep olabiliyor ve ürün o zaman daha gürültülü çalışabiliyor dikkat edin. bizim söktüğümüz menfezin fotoğrafını ekliyorum. bunu söktükten sonra ürün çok rahatladı ve çok güzel bir sessizlikte çalışıp güçlü bir emiş gücü oldu. bir de boru olarak yapı markete gidin yarı esnek alüminyum boru ile bağlantı yapın bence. çok elastik borular (servislerin genelde sattıkları) sesi arttırabiliyor dikkat. gerçi servis randevusu oluşturulduktan sonra bi özel müşteri temsilcisi atanıyor tarafınıza. ona her şeyi sorun çok yardımcı oluyorlar hakkını vermek lazım."
2021-05-04,5,davlumbaz ile sessiz çalışma özelliğinden dolayı ıntenette araştırır iken buldum. sessiz ve çekim gücü çok başarılı son 5.kademede ses oluyor o zamanda bile 1 dk da miss gibi oluyor ev. 15 dk zamanlayıcı özelliği muhteşem.otomatık kapanıyor.standart yemek yaparken 3 de dahi sesi çok düşük. fiyatı biraz yuksek ama ıthal ürün. mutluyum . (deniz s.)
