tarih,derece,yorum
2020-10-02,5,"29 Eylül akşamı 8 civarı sipariş verdim, 1 Ekim 4 civarı elime ulaştı hızlı geldi diyebilirim 1.5gün ideal bence. Hatta 2 Ekim yazıyordu 1 Ekim&#039;de geldi. Naturel olanı aldım ama gelen renk biraz daha koyu resimdekinden. Gayet güzel paketlenmiş en dışta kalın naylon sonra karton kutu sonra valencia gitar çuvalı mı ne desem o vardı .d ardından da kılıf içinde gitar çizik felan dahi yok. Gayet rahat gitar çok hafif yeni başlayanlardanım sevdim bayağı. Dediğim gibi tek sorun naturel renk değil daha koyu Valencia 204 e benziyor ama daha açık bir renk de. Modeli vc304 onda sorun yok ama resimdeki gibi renkte gelse daha memnun olurdum"
2020-08-29,4,Gitarın çerçevesinde bazı çizikler vardı. Ancak gitarın sesi fiyatına göre çok iyi. Öneririm.
2020-11-11,5,"Natural rengini de kullanmıştım. Fiyatına göre harika bir performansı var bence. Ses tonları, doygunluğu, gür sesi, klavye rahatlığı ve genel olarak malzeme kalitesi ile harika bir gitar. Mat cilası, ağacın damarlı yapısını da ortaya çıkarmakta. Son olarak normalde ses kalitesini muhafaza etmek adına genelde gitarlarımda natural rengi tercih etmek ile birlikte bu sefer ASB rengi tercih ettim ve iyi ki de etmişim. Gönül rahatlığı ile tercih edebilirsiniz. Kullanılan boya tekniği ve mat cilası ile herhangi bir kayıp hissetmedim ses kalitesinde. Tam bir F/P ürünü. Fiyatı efsane de inmişken kaçırmayın derim yazıyordum ama şuan benim aldığım fiyat 100TL. artmış :) Yine de kur dalgaları ve artışlarını göz önüne alırsak güncel fiyatında dahi kesinlikle tercih edebilirsiniz. Sağlık ve müzikle dolu günler.

Not: Kargomun güçlü paketlenmesi, hızlı gelmesi ve eksiksiz tam kutu olarak bana ulaşması için teşekkürler Hepsiburada."
2020-01-30,5,"Merhaba ,
Ürünü sipariş etmem ile elime ulaşması 1,5 gün sürdü ki farklı şehirlerdeydik . Ürün başarılı , yeni başlangıç yapanlara kesinlikle tavsiye ederim"
2021-04-30,5,Gitarın görüntüsü çok güzel. Başlangıç için fiyat performans ürünü. Tremolo kolu demonte geliyor. Manyetikler güzel. Hızlı kargolandı ertesi gün geldi. Güzel paketlenmiş. Satıcıya teşekkür ediyorum.
2020-10-03,5,"Kılıfı, kablosu, askısıyla birlikte ve gayet güzel paketlenmiş bir şekilde gönderildi. Yorum için ses kartımın gelmesini bekledim. Gayet güzel tonları var. Gitarda yeni değilim ama ilk defa elektro gitar sahibi oldum ve şunu söyleyebilirim, kesinlikle başlangıç/orta seviye için gayet ideal bir gitar. Görsel işçiliği de çok hoşuma gidiyor. Almayı düşünen varsa şimdiden hayırlı olsun :)"
2021-07-27,5,"Gitar güçlü sesler konusunda çok iyi, strat gibi temiz tonda çalınamıyor elbette. Rengi mat siyah ve harika görünüyor, kendim aldık diye demiyorum ama gördüğüm en havalı gitarlardan birisi. Hava değişiminden kolay etkileniyor. Yanında tremolo kolu ayrı olarak gönderilmiş, isteyen kendisi takar. Pena güzel ama çanta çok kötü, içinde gitarı taşımak cidden zor oluyor ama iş görüyor. Önemli olan gitar zaten ve ben yeni başlayan birisi olarak gitarı çok sevdim, rock ve metal türlerinde sizi üzmez bence ve clean tonu çok iyi olmasa da idare ediyor beni."
2021-11-04,5,Kargo gerçekten hızlı ve sağlam geldi paketin içerisinden herşey eksiksiz çıktı ve ürünümde herhangi sorun göremedim yaklaşık 2 yıldırda kullanıyorum başarılı bir ürün yeni başlayacaklara tavsiye edebilirim
2022-04-20,5,Ürünü eksiksiz ve sorunsuz teslim aldık
2021-07-17,5,bu fiyat için gayet güzel bir gitar bir sıkıntı yok kargodaki karışıklık nedeni ile bir gün geç teslim alsam da pena çiziklerinden koruma amaçlı bir katman olsaydı iyi olabilirdi birde koruma kılıfı çok kötü biraz daha kaliteli olabilirdi
2022-03-20,4,Gitar gayet iyi ancak yanında askı ve kablosu gelmedi
2020-09-28,5,Herşey güzel gitar on numara. Gelmeyen garanti bekgesi ve fatura için gitardan puan kırmak istemedim. Mail olarak göndereceklerini söylediler. Umarım gelir
2020-12-30,5,"Fiyat aralığında en iyisi, 1 günde kargo geldi, teşekkürler."
2020-08-21,5,"Ürün ortalama seviye parasına göre çok iyi, paketleme çok iyiydi sorunsuz geldi kaysarmüzik&#039;e teşşekkür ederim"
2020-05-16,5,Ürün çok kısa zamanda elime ulaştı diyebilirim. Paketleme çok iyidi. Amfiden istediğim verimi alıyorum. Gitar sorunsuz bir şekilde üzerinde tek bir çizik olmadan geldi. Hiç bir eksik yoktu.( Pena + 2 adet kablo + gitar askısı + stant ) Hiç düşünmeden alın derim bu fiyata bu gitar gerçekten çok iyi. Ayrıyetten YONKA MÜZİK MARKETİ ÇALIŞANLARINA ilgilerinden dolayı çok teşekkür ediyorum. Harikasınız 💓
2022-03-24,5,Öncelikle herkese selamlar. Gitar efsane. Yeni başlayanlar için KESİNLİKLE tavsiye ederim. İstanbul&#039;dan Hataya 1 günde geldi. Her ekipmanı tam. Alacaklara tavsiye ederim bende yeni başladım. 10 Numara gitar tereddüt etmeyin alırken. Yonka Müziğe teşekkür ederim. Ayrıca gelirken de heryeri sarılı olarak geliyor. Hiçbir türlü hasar almaz. Efsane yahu
2022-04-30,5,Gitara sıfır başlayan kızım için tercih ettim ürün gerçekten çok kaliteli satıcı firmada oldukça ilgili ve alakadar emeği geçenlere çok teşekkürler sağlıklı günler dilerim 🙏
2021-12-21,5,Siparisim 1 gun erken ve eksiksiz geldi emekleriniz icin tesekkurler iyi calismalar.urun tam bir fiyat performans urunu yeni baslayanlar icin gayet ideal dusunmeden alin derim.
2022-04-04,5,"güzel paketleme, hızlı ve eksiksiz teslimat için çok teşekkür ederim."
2022-04-05,5,Gerçekten harika bir ürün paketleme süper 2 kat karton 2 strafor ile tam koruma
2022-03-10,5,Ürünü değerlendirdiğimi sanıyordum oysa değerlendirmemişim ürünü kızıma hediye aldım kızım çok beğendi her şeyiyle mükemmel paketlenmesi kargo zamanında geldi ben çok anlamıyorum ama yeni başlayan biri için fazla bile ürün çok güzel ve kaliteli
2022-01-14,5,guzel paketlem hızlı kargo resımdekınden cok daha guzel rengı cantaymış kabloymus ıstersenız daha ıyılerını sonradan alabılırsınız bu fıyata cok ıyı geldı
2022-03-08,5,Paketleme hız muhteşem güzel ve özenli gitar zaten çok güzel teşekkürler
2022-03-11,5,"çok iyi paketlenmişti, paketin içinden aksesuarlar eksiksiz ve sağlam çıktı. yeni başlayanlar için yeterli bir gitar."
2022-02-07,5,"Ürün paketlemesi çok iyiydi. Gitarın kendi kutusunun üstüne iki kat köpük ile paketleme yapılmıştı, çiziksiz geldi. Eğer bu fiyatlarda bir gitar arıyorsanız kesinlikle bu modeli en üst sırada öneririm. Yanında da kılıf hediyesiyle geldi. Sonuç olarak sorunsuz bir teslimattı, teşekkür ederim."
2022-04-20,5,Gitar çok iyi paketlenmiş olarak ve sıfır geldi. Kargoya hızlı verildi.
2021-11-27,5,Gönderi hızlıydı.Gitar sorunsuz iyi paketlenmişti.Oğluma aldım sesini çok beğendi.Satıcı keşke bir adet pena gönderseydi iyi bir hoşluk olurdu.
2020-04-27,5,Gitar güzel bir şekilde paketlenmiş ve çiziksiz geldi. Sesi zaten harika bana göre :)
2020-08-06,5,"ses,akustik ve kalite tutku müziğe teşekkürler"
2020-12-24,5,Harika diyebilirim
2020-11-12,1,Gövdesinde küçük bi ezikle geldi
2019-08-24,4,Fiyat performansı iyi bir gitar tavsiye ediyorum
2020-12-22,5,Hızlı kargo 👌🏽 Pazar günü sipariş verdim salı günü elime ulaştı. Naturel rengini aldım fotoğrafta sarı gibi duruyor ama kahveye yakın bir rengi var aslında. Akoru çok bozuk bir şekilde geldi ancak bu durum sanırım yeni alınan gitarlarda genel olarak görülüyor. Kendim ayarladım akorunu. Çantası ve bir adet penasıyla birlikte geldi. Almak isteyip kararsız kalanlar için kargoyu açma aşamalarımın fotoğrafını yükledim.
2019-10-18,5,Müzik öğretmeniyim. 2. seviye öğrencileri için genelde Valencia gitar öneririm. Yıllardır bu siteden alışveriş yaparım fakat ahlak anlayışı bu kadar yüksek bir satıcıyla nadir karşılaşırsınız. Gitarın tınıları gayet güzel ve yeterli. Paketleme konusunda hassaslar. İlginiz için Teşekkür ediyorum. Tüm yeni başlayan arkadaşlarada sorun yaşamamanız için satıcı arkadaşı tavsiye ediyorum.
2022-02-28,5,"Gitrarı dün sipariş verdim bugün sabahtan teslim aldım. Paketleme sağlam yapılmış ve üründe herhangi bir hasar veya çizik yok. Rengi çok güzel, vişne çürüğü tonlarında ve mat cila ile kaplı. Yanında orta kalite ince kılıf ile geliyor ancak pena yok."
2020-05-11,5,"Kargo elime 3 günde ulaştı,Gitar çok güzel muhafaza edilmiş 2 tane karton kutuya koyulmuş iç içe ,daha sonra yumşak bir malzemeylesarılmış,cok iyi bir şekilde ulaştı elime.İçinde hediye kılıfı ve 3 adet pena da vardı,renk muhtesem ağaç ve işçilik harika bir gösteriş katıyo.Teşekkür ederim  hepsiburada👍👏"
2020-11-28,5,"Sunburst ve mavi arasında kalıp, sonuçta mavide karar kıldık. Tam mavi değil, mavi ve zümrüt yeşil karışımı. Ama biz çok beğendik rengini. Kızıma aldık. O da çok beğendi rengini. Satıcı çok ilgiliydi. Aklımıza takılan her soruyu çok da güzel yanıtladı. Satıcı Özenle paketlenmiş. Paketleme sırasında küçük bir video çekip bizimle paylaştı. Kılıfı gayet güzel. Penalar hediye. Sipariş ettiğimiz  gün kargoya verildi. 2 gün içinde elimizdeydi. Yani gitarımızdan ve satıcısından çok memnun kaldık. Teşekkür ederiz kaysarmuzik. Elinize emeğinize sağlık."
2021-02-24,5,Gitar çok güzel duruyor yanındaki pena ve çanta için teşekkür ediyorum. Paketleme çok çok güzel yapılmış. Ses kalitesini pek beğenmedim sadece internette yabancı sitelerdeki gibi pek değil gibi geldi ama yinede fena değil parasını hak ediyor teşekkür ediyorum satıcıya. Akustik gitarımın yanına yakıştı ☺️
2021-12-02,5,Ses kalitesi ve görüntü açısından çok başarılı bir gitar. Başlangıç ve orta seviyelerde çok rahat kullanılabilir. Sıkıntısız kargo.
2020-12-14,5,Öncelikle merhabalar ben gitara yeni başladım daha önceden bi gitar tecrübem yoktu uzun bi süre araştırdım hangi gitarla başlasam diye bu gitarı buldum arkadaşımda da vardı onun tavsiyesi ve araştırmam sonucundan bu gitarı almaya karar verdim ve çok doğru bir karar vermişim öncelikle kargosu sorunsuz bir şekilde geldi çok güzel korunarak geldi hiç bir hasar yoktu uzun yoldan geldi bide gitara gelcek olursak sesi çok güzel akoru doğru bastığınızda o çıkan güzel ses sizi mutlu ediyo ve doğru ses çıktığı için hevesiniz yarıda kalmıyo kısacası ucuz gitar almak yerine bu gitarı başlangıç seviyesi olarakta tercih edebilirsiniz.
2020-09-16,4,Ürün sorunsuz elime ulaştı. Çok güzel ve hafif bir gitar. Başlangıç ideal. Tek sorun kargo şirketiydi. Ürünü incelemek istedim fakat arkadaş elime tutuşturup gitti. Kaysar müziğe teşekkür ediyorum.
2018-11-26,5,Bir youtube videosunun tavsiyesiyle bu gitarı seçmiştim. Hem ses kalitesi hem malzeme kalitesi oldukça güzel. Rengi resimde görünenden çok daha hoş. Paketlemesi oldukça özenle yapılmıştı. Diğer internet sitelerinde 70 tl daha düşük olması sebebiyle bazı şüphelerim vardı ama çok hızlı  ve sorunsuz bir şekilde elime ulaştı.
2021-09-01,5,"Çok hızlı ve ekstra güçlü paketleme ile geldi. Kargo konusunda şüpheniz olmasın. Orijinal kutusunda, tüm ayarları yapılmış ve onaylanmış şekilde geldi. 3 tane de hediye pena için çok teşekkürler ✋🏻 Bir gitar sound u hakkında yazı ile bir şey anlatmak pek mümkün olmadığı için o kısmı sizin araştırmalarınıza bırakıyorum. Meksika olduğu için özellikle burgu kaplama ve hissiyatını epey  kötü bekliyordum ancak ilgisi yok. Gayet iyi, asla çin malı ile kıyaslanamaz. Potanslar da aynı şekilde. Kısaca gitar işçiliği harika görünüyor. Ben marshall code25 ile kullanmaktayım çok da mutluyum. Profesyonel bir müzisyen değilim. Kendim çalıp kendim oynuyorum"
2021-04-28,4,"Sıfırdan gitara başlayacağım. Gitarın görüntüsü çok iyi. Açıklamada yazan aksesuarların hepsi kutudan çıktı. Anfinin sesi baya yeterli. 26 nisanda sipariş verdim, 28 nisanda elime ulaştı. Bir yıldızı kutudaki hasardan kırdım. Fotoğraflarda mevcut. Ürünü tavsiye ederim."
2021-11-25,5,gitarii assirrii begendim baslangic seviyesi icin cok cok iyi bi gitar
2021-06-08,5,Başlangıç için çok ideal bir ürün. Yazın vakit geçirmek amacıyla aldım. Ayriyaten Udemy&#039;den bir kurs alarak ya da yüz yüze bir kursa giderek rahatça öğrenebilirsiniz.
2022-02-10,5,Süper
2020-11-09,4,"Marka hakkında bilgim yoktu, buna rağmen ürün beklentimi fazlasıyla karşılıyor. Beklediğimden erken gelmesi ayrıca hoşuma gitti. Amfi görünenden daha küçük gibi, ses olarak fazlası ile yeterli. Başlangıç serisi için beklentinin üzerinde bir ürün, tavsiye ederim. Tşkler."
2020-02-16,4,"Ürünü araştırarak aldim başlangıç için yeterli olacağını düşünüyorum, daha önce hiç gitar çalmadım ama youtube videoların dan bakarak akort dunu filen kolaylıkla gönderilen cihazıyla yapabildim, daha kaliteli bir markanın gitarını yerinde görüp bakma şansım oldu ona göre daha ağır bir gitar bununda dez avantaj olduğunu düşünüyorum ama arada 400 tl gibi bir rakam oynuyor tabiki . Gitar paketleme güzeldi sorunsuz bir şekilde bir günde teslim aldim ."
2021-03-17,5,"Fiyat-performans oranı iyi, hızlı ve özenli teslimat, başlangıç için memnun kaldık.Teşekkürler."
2021-04-28,5,Şahane.👍👍👍
2021-05-13,3,Fiyatının ederi bir gitar. Youtube da videolarına bakabilirsiniz. Jak kablom bozuk cıktı ancak iletişime geçecek kimse bulamadım.
2018-08-08,5,"Arkadaşlar yeni bir profesyonelim, klarnet çalıyorum.

Hobi olarak elektro gitar öğrenmek için aldım.

fiyat x performansta alabileceğiniz en iyi ürün

amfi çok kaliteli ses veriyor küçük olduğuna bakmayın

tuner biraz yavaş ama idare ediyor.

yeni başlayanlar için kesinlikle tavsiye edilir,

hepsiburada express kargo 10 saat geçmeden kapıma getirdi, ayrıca teşekkürler"
2022-04-19,5,Yeni başlayan biri için ideal..kalite mükemmel...
2021-04-16,5,"Tutku müzikten satın aldım. Teslimat ve paketleme kusursuzdu. Geç saatte sipariş vermeme rağmen kargoya hemen verildi. Ertesi gün elime ulaştı. Yanında hediye edilen kılıfta gayet güzel, bez kılıflar gibi dandik değil. Tavsiye ediyorum."
2022-03-31,5,All is good
2021-05-04,5,Teşekkürler hepsiburada hızlı bir şekilde teslim edildi. Paketleme güzel. Kılıf ve 2 adet pena ile geldi.
2020-05-18,4,"Gitar fiyatına göre gayet güzel. 3-4 gün içerisinde elime geçti, yaklaşık bir aydır çalıyorum. Sesi hoş. Yanlız saddle kısmında bir taraftaki teller yüksekte kalıyor. Lakin bir probleme sebep olmadı. Tavsiye ederim."
2019-06-13,5,Ürün kısa süre içinde teslim edildi. Gitarın tınısı çok güzel . Şimdilik memnunum.
2020-09-22,5,Satıcıya ilgisinden ve çabuk kargodan dolayı teşekkür ederim. İyi ürün süper fiyat.
2020-11-27,5,süper
2020-09-12,5,Fiyat performans olarak çok iyi
2020-09-19,5,Ürünün boyası kalktı hep
2020-12-22,5,Hızlı kargo 👌🏽 Pazar günü sipariş verdim salı günü elime ulaştı. Naturel rengini aldım fotoğrafta sarı gibi duruyor ama kahveye yakın bir rengi var aslında. Akoru çok bozuk bir şekilde geldi ancak bu durum sanırım yeni alınan gitarlarda genel olarak görülüyor. Kendim ayarladım akorunu. Çantası ve bir adet penasıyla birlikte geldi. Almak isteyip kararsız kalanlar için kargoyu açma aşamalarımın fotoğrafını yükledim.
2019-10-18,5,Müzik öğretmeniyim. 2. seviye öğrencileri için genelde Valencia gitar öneririm. Yıllardır bu siteden alışveriş yaparım fakat ahlak anlayışı bu kadar yüksek bir satıcıyla nadir karşılaşırsınız. Gitarın tınıları gayet güzel ve yeterli. Paketleme konusunda hassaslar. İlginiz için Teşekkür ediyorum. Tüm yeni başlayan arkadaşlarada sorun yaşamamanız için satıcı arkadaşı tavsiye ediyorum.
2022-02-28,5,"Gitrarı dün sipariş verdim bugün sabahtan teslim aldım. Paketleme sağlam yapılmış ve üründe herhangi bir hasar veya çizik yok. Rengi çok güzel, vişne çürüğü tonlarında ve mat cila ile kaplı. Yanında orta kalite ince kılıf ile geliyor ancak pena yok."
2020-05-11,5,"Kargo elime 3 günde ulaştı,Gitar çok güzel muhafaza edilmiş 2 tane karton kutuya koyulmuş iç içe ,daha sonra yumşak bir malzemeylesarılmış,cok iyi bir şekilde ulaştı elime.İçinde hediye kılıfı ve 3 adet pena da vardı,renk muhtesem ağaç ve işçilik harika bir gösteriş katıyo.Teşekkür ederim  hepsiburada👍👏"
2020-11-28,5,"Sunburst ve mavi arasında kalıp, sonuçta mavide karar kıldık. Tam mavi değil, mavi ve zümrüt yeşil karışımı. Ama biz çok beğendik rengini. Kızıma aldık. O da çok beğendi rengini. Satıcı çok ilgiliydi. Aklımıza takılan her soruyu çok da güzel yanıtladı. Satıcı Özenle paketlenmiş. Paketleme sırasında küçük bir video çekip bizimle paylaştı. Kılıfı gayet güzel. Penalar hediye. Sipariş ettiğimiz  gün kargoya verildi. 2 gün içinde elimizdeydi. Yani gitarımızdan ve satıcısından çok memnun kaldık. Teşekkür ederiz kaysarmuzik. Elinize emeğinize sağlık."
2021-02-24,5,Gitar çok güzel duruyor yanındaki pena ve çanta için teşekkür ediyorum. Paketleme çok çok güzel yapılmış. Ses kalitesini pek beğenmedim sadece internette yabancı sitelerdeki gibi pek değil gibi geldi ama yinede fena değil parasını hak ediyor teşekkür ediyorum satıcıya. Akustik gitarımın yanına yakıştı ☺️
2021-12-02,5,Ses kalitesi ve görüntü açısından çok başarılı bir gitar. Başlangıç ve orta seviyelerde çok rahat kullanılabilir. Sıkıntısız kargo.
2020-12-14,5,Öncelikle merhabalar ben gitara yeni başladım daha önceden bi gitar tecrübem yoktu uzun bi süre araştırdım hangi gitarla başlasam diye bu gitarı buldum arkadaşımda da vardı onun tavsiyesi ve araştırmam sonucundan bu gitarı almaya karar verdim ve çok doğru bir karar vermişim öncelikle kargosu sorunsuz bir şekilde geldi çok güzel korunarak geldi hiç bir hasar yoktu uzun yoldan geldi bide gitara gelcek olursak sesi çok güzel akoru doğru bastığınızda o çıkan güzel ses sizi mutlu ediyo ve doğru ses çıktığı için hevesiniz yarıda kalmıyo kısacası ucuz gitar almak yerine bu gitarı başlangıç seviyesi olarakta tercih edebilirsiniz.
2020-09-16,4,Ürün sorunsuz elime ulaştı. Çok güzel ve hafif bir gitar. Başlangıç ideal. Tek sorun kargo şirketiydi. Ürünü incelemek istedim fakat arkadaş elime tutuşturup gitti. Kaysar müziğe teşekkür ediyorum.
2018-11-26,5,Bir youtube videosunun tavsiyesiyle bu gitarı seçmiştim. Hem ses kalitesi hem malzeme kalitesi oldukça güzel. Rengi resimde görünenden çok daha hoş. Paketlemesi oldukça özenle yapılmıştı. Diğer internet sitelerinde 70 tl daha düşük olması sebebiyle bazı şüphelerim vardı ama çok hızlı  ve sorunsuz bir şekilde elime ulaştı.
2021-03-22,5,Kargoda zarar görür diye tereddüt ettik ama çok korunaklı göndermişlerdi. Oğlum çok sevdi. Teşekkürler.
