tarih,derece,yorum
2022-04-26,5,"Kitap güzel diye düşünüyorum bilgi ve yoruma dayalı sorular tercih edilmiş (henüz ilk testini çözdüm).
 Buradan hepsiburada politikalarını kim yönetiyorsa onlara teşekkür etmek istiyorum; hem kargo hızı olsun, hem de biz öğrencilere verdikleri &quot;eğitim ürünleri indirimleri&quot; olsun içtenlikle söylüyorum ki ülkemizde verilen bir çok eğitim ödülünden en azından birini hak ediyor hepsiburadaya fena yükseldim bu ara Allah nazarlardan saklasın teşekkür ederim."
2022-04-01,5,Kitap dili osym gibi soru zorlukları orta diyebilirim. Test sonrasi açıklamaları konuyu yeni öğrenenlere cok fayda sağlar diye dusunuyorum
2022-04-13,5,Kitap çok hızlı bir şekilde elime ulaştı ve  gayet güzel soruları var  kaliteli bir kitap sınava girmeden önce çözülmesi gereken bir kitap 🌸🙏
2022-04-13,5,Hepsiburada ile indirimde uygun fiyata aldım ama keşke bi patpata falan sarsaydı öylece kargo poşetine koyulmş kıvrışmışşş. Pegem kalitesi zaten
2022-04-01,5,Sorular cok iyi gibi duruyor.Kitapta oldukça kalın ve güzel.Teşekkürler Pegem 💪🏻
2022-03-03,5,"Çok güzel sorular var içinde, gelir gelmez çözmeye başladım.Konuların ardından kendini sınamak için birebir👌Ayrıca hızlı kargolama için teşekkürler, akşam sipariş verdim ertesi gün öğlen elimdeydi."
2022-04-26,5,Ürün sipariş verdiğimin ertesi günü elime ulaştı. Kargolama hızı çok iyiydi. Daha çözmedim ama çözümleri gayet ayrıntılı güzel gibi. Kargoda çok iyi kitap hiç zarar görmemişti.
2021-11-08,5,Gece sipariş verdim ertesi gün kapımdaydı gerçekten çok hızlı teslimat teşekkürler 🙏
2022-04-20,5,Yediiklim yayınları ne zor ne kolay bence tam ÖSYM kıvamında basit sorular da var eleyici sorular da
2022-05-05,5,"Boyut olarak biraz küçük ama bence sorun edilecek birşey değil fiyat olarak çok uygun, hızlı teslim edildi ben memnun kaldim"
2022-05-08,5,Denemelerin hepsi birlikte ve boyutu da baya küçük. Ancak sorular güzel. Özellikle matematik baya iyi.
2022-04-01,5,Çok faydalı olduu
2022-04-16,5,"Çok hızlı kargo, özenli paketleme teşekkürler 😊"
2022-01-22,5,A4 kağıt boyutundan biraz küçük olması dışında bir sorun yok. Güzel bir deneme diyebilirim.
2022-04-16,5,Henüz çözmedim ancak kargo ve paketleme güzeldi
2022-04-14,5,Hemen elime ulaştı çok güzel
2022-02-20,5,"kpss çalışan her kişinin mutlaka alması gereken çalışması gereken bir kitap. tabi çalışmadan başarıya ulaşılamaz. kitabı kenara koyup da sınavda başarı beklemek doğru değil. oturup çalışmak lazım. bu kitabı ve diğer derslerini de mulaka alın çalışın emin olun çalışmalarınız boşa gitmeyecek. mutlaka emeklerinizin karşılığını alacaksınız. hiç bir emek karşılıksız kalmaz. ancak tabi doğru kaynak da çok önemli. bu kitap bence doğru bir kaynak. ben yıllardır hep kpss.ye bu kitaptan çalışırım. yüksek puanlar da alıyorum ama maalesef tabi bir de mülakat faktörü var. bu kitapla illa ki mülakatı geçmek mümkün değil. mülakatı geçmek için neyin gerekli olduğunu herkes çok iyi biliyor. ama tabi burada meselemiz mülakat değil test olan sınav. o sınava çalışmak için bu set gayet yeterli. iyi çalışırsanız yüksek puanlar alırsinız. umarım herkes de istediği yere atanir. keşke böyle bir derdimiz olmasaydı diyorum ama maalesef ülkemizin durumu bellim çalışmamız lazım, hem de çok ama çok çalışmamız lazım. çalışmadan olacak bişey değil. bu kitaplar da destek olacaktır almanızı tavsiye ederim. bunun dısında ekleyebileceğim çok bişey yok. ilkokula başladığımızdan beri yarış atı gibi sınavlara hazırlanıyoruz. adam akıllı bir iş sahibi olana kadar da bu serüven maalesef bitmiyor. umarım ilerde bu gibi sorunlar olmaz da herkes istediği gibi mesleğini özgürce yapabilir. herkese para kaygısı olmadan rahat bir meslek hayatı diliyorum. kitapla ilgili çok da bişey demeye gerek yok. gayet güzel bir çalışma kaynağı. çalışan her türlü kazanacaktır endişe etmesin. çalışmadan da bu kitabı alıp iki üç sayfa çevirip sonra sımava giren de hiç öyle beklentilere girmesin kazanamaz. o yüzden mesele hangi kitap olduğu değil ne kadsr çalıştığınızdır. emek verin dirsek çürütün birşeyler yapın ve sonunda bir bakın n
biyerlere gelmişiniz. umarım bu kitabın da meslek sahibi olmanızda bir katkısı olur da o kadar yazdığım şeyler boşa gitmez. eğer dayanıp da sonuna kadar okuyabilen sabırlı arkadaşlar varsa o kişiye"
2021-12-10,4,"Ürünü beğendim. Tek sıkıntım kitabın kapağında biraz deforme oluşmuş ve rengi çok canlı değil neden öyle bilmiyorum sanırım normal hali böyle soluk bir renk değildir. Kıyaslama yapabilmek için diğer aldığım kitabında fotoğrafını paylaşıyorum. Teslimatı ve paketlemesi sorunsuzdu çabuk geldi. Her testte 24 soru var, çözümleri de kısa ve öz bir biçimde yapılmış ve 416 sayfalık büyük boy kalın bir kitap. Satıcıya teşekkür ederim."
2022-02-24,4,"Kapakta basım hatası var bu yüzden 4 puan verdim. Onun dışında ürün güzel, tavsiye ediyorum sınava hazırlık konusunda çok iyi bir kaynak."
2022-01-21,5,Çözmeye başladım çok güzel bir soru bankası video sonrası çözüm çok iyi oluyor. Başka bir yayin daha almıştım ama en çok bunu begendim.fakat kitap sadece kargo poşetine konmuştu. Biraz hasarlı geldi elime.
2022-03-12,5,"Kitap çok iyi.Parasını hakediyor.Satıcıya, Hepsiburada ve Hepsijet&#039;e teşekkürler."
2022-02-26,5,ürün güzel fakat kitabın kapağı soluk bir biçimde gönderildi. bu yüzden hepsiburadaya karşı biraz sitemliyim.
2021-12-15,5,Dün akşam sipariş verdim bugun sabah elime ulaştı. Çok teşekkür ederim
2022-04-20,5,Siparişim 16 saat sonra teslim edildi teşekkürler hepjet çok güzel hizmet ayrıca kampanya da vardı çok memnun kaldım Benim Hocam Ürünlerinin kalitesi zaten tartışılmaz o konuda bişey söylemeye gerek yok bence.
2022-04-30,5,2016 yılında eşimle birlikte sınava hazırlanırken Ramazan hoca ile tanıştık . Hocanın kitap ve videoları ile eşim atandı tarihte 26 net. Ben 23 net yaptım. Mutlaka almalısınız
2022-01-22,5,Ramazan hocam zaten bu işin üstadı. Her konudan fazla fazla test var. Başka kaynaklara gerek var mı açıkçası bilemedim. Oldukça kalın bir kitap(416 sayfa) parasını sonuna kadar hak ediyor diyebilirim. Tavsiye ederim.
2022-04-18,5,Hızlı kargolandı ve ulaştı. Kitap zaten çok güzel sorular gayet kaliteli
2021-04-14,5,Ürün hızlı hazırlandı hızlı geldi. Çok güzel paketlenmişti. Bez torbaya sarılıydı. Soruları full yeni nesil. Bayıldım.
2022-04-12,5,Gerçekten müthiş hızlı geldi ve kitabın yanında gelen küçük hediyeler insanı mutlu ediyor Teşekkürler 🙂
2022-04-05,5,Oğlum için aldım beğendi
2022-02-26,5,Hızlı gönderi barikat paketleme gerçekten çok özenmişler paketlemeye. Daha fazla yıldız olsa verebilirdim.
2022-05-07,5,İnanılmaz hızlı dün sipariş verdik bugün elimize ulaştı
2022-05-07,5,Hızlı ve sorunsuz teslimat için teşekkür ederim
2022-05-10,5,Hızlı teslimat için çok teşekkür ederim
2022-03-23,5,"uygun fiyat , begendim"
2022-03-05,5,"Güzel, yapamadığım soruları kare koddan okutuyorum çok iyiii..."
2022-04-14,5,Mükemmel hediye için teşekkürler
2021-09-13,4,Bana 12li deneme yerine 8. sınıf yeni nesil matematik soru bankası geldi ama iade etmeyi düşünmüyorum
2022-04-13,5,"Teşekkürler, faydalı bir kaynak."
2022-04-28,5,Kitapevleri yerine buralarda in almak yarı fiyatı
2022-04-20,5,Henüz çözmeye başladı oğlum. Ancak sorular oldukça seçici görünüyor.
2022-05-07,5,Beğendik teşekkürler
2022-04-25,5,Satıcı iyi hepsi burada kötü
2022-03-22,5,"uygun fiyat , begendim"
2022-03-23,5,8. Sınıflar için çok iyi.Teşekkürler
2022-03-28,5,Kaynak guzel
2016-08-26,5,"İngilizceye yeni başladıysanız yada orta seviyede olup konuları  tekrar etmek istiyorsanız kesinlikle mükemmel bir kitap. Her konuyu basit detaylarla aklınızı yormadan ama öğreterek çok güzel bir şekilde anlatan kitap. Birkaç tavsiyede bulunmak isterdim her konuya başlamadan ,önceki gün o konuya göz atarak bilmediğiniz kelimeleri çıkarıp ertesi güne kadar bikaç tekrar yapmak sizin için daha iyi olur ayrıca kitabı bitirmek için acele etmeyin 99 bölümden oluşuyor hergün 1 bölüm ilerlemek ideal son olarak hergün işlediğiniz bölümün bir önceki ve bir sonraki bölümünü kısa bir tekrar yapın (Ör. Bugün 8. Bölümü işlediyseniz 7 ve 9. Bölümlerede göz atın) böylece her konuyu 3 kere tekrar yapmış olursunuz. Herkese başarılar. "
2021-05-01,5,İngilizce&#039;ye yeni başlayanlar veya Grammar konularını tekrar etmek isteyenler için biçilmiş kaftan. Konular 98 başlıkta sade ve anlaşılır biçimde işlenmiş. Yeterince örnek verilmiş. Diğer yorum yapanların da belirttiği gibi önceki ve sonraki konulara da göz gezdirirseniz konuları birkaç kez tekrar etmiş olursunuz.
2021-07-19,5,Gayet güzel bence tane tane baştan başlayarak anlatıyor unuttuğum şeyleri hatırlamam için iyi oldu hızlı çözebildigim icin de sıkılmıyorum tavsiye ederim
2021-05-02,5,Kitap  çok iyi  hiç ingilizcesi olmayana bile öğretiyor tabi düzenli çalışırsan
2021-02-05,5,Kargo geç geldi paketleme idare eder kitap sağlam geldi
2022-01-28,5,Gayet güzel bir kitap
2021-04-21,5,Gece 11 de verdim 12 de kargoya verilmiş ve sabah 9.30 elimdeydi böyle hız görmedim kendim almaya kalksam bu kadar hızlı ağlamazdım  mükemmel otesi teşekkürler hepsiburada
2020-12-15,5,Ürün gayet güzel alacak olana tavsiye ederim
2021-11-17,5,39 . Basim gönderildi sade anlaşılır bir dili var .kitabin sayfalarında kapağında sorun yok. 99 ana başlık şeklinde tum konular ele alınmış
2020-12-29,5,Harika
2019-07-20,5,Sertifika almak.istiyorum
2022-04-09,5,Hepsiburada ya teşekkür ediyorum.Hemen şifreyi  ekran tanıdı şifre yarım günde geldi denebilir.şifre internet sayfasına geliyor.kullandıktan sonra kalan para netflix bakiye olarak kaldı öbür aya üstüne yükleme yaptığınızda gelecek ay faturasınıda ödemiş oluyorsunuz.istediğiniz zaman üyelikten çıkabiliyorsunuz taahhüt yok kredi kartı yok sorun yok gibi görünüyor şu andaki durum bu kart işi tam bana göre yüklediğin kadar abonesin  hepsi bu denebilir.bir daha ay  gene alacağım üyeliğimi devam ettirmek istersem şimdi filim izliyorum...kontörün varsa üyesin yoksa üye değilsin kontörün bittiğinde üyeliğini önce veya sonra iptal edebilirsin şimdilik bu kadar tecrübe edindim....
2021-07-17,4,Hepsiburada imkanıyla uğraşmadan almak ve birkaç dakikada mail yoluyla telefona kod geliyor teşekkürler hepsiburada.netflix fiyatları daha uyguna çekerse daha geniş kitlelere ulaşabileceğini inanıyorum.hepsiburada netflix hediye kartlarına kampanya yapsa herkes için daha uyguna gelebilirdi.
2022-01-30,5,kodları aldım ve sorunsuz şekilde hesabına ekledim. ödemeyi yaptıktan kısa süre sonra mail adresinize yükleme yapılacak link ile beraber geliyor. teşekkürler
2021-07-03,5,Netflix hesabına kredi kartı bilgilerini eklemek istemeyenler için birebir
2022-01-14,5,Hepsiburada teşekkürler. Bir gün sonra mail adresinize geliyor. Geldikten sonra netflix e şifrenizi girip izlemeye başlıyorsunuz.
2022-01-28,5,Güvenilik bir siteden aynı fiyata dijital bir kod almanın mutluluğunu yaşamak için sizde satın alabilirsiniz. Sorunsuz ve hızlı bir şekilde kod mailime geldi.
2022-04-21,5,Harika hizmet ancak tek tek aldırıyorsunuz yoruluyorum. Çoklu alını geri getirin teşekkür ederiz
2022-03-03,5,Ürünü sorgusuz teslim aldım  genelde 15 ila 20 dk geliyor bu sefer 1 saati buldu bir an tedirgin oldum ama sorun Yok Teslim edildi kod teşekkürler
2021-10-11,5,Kredi kartı bilgilerini vermeden iyi olmak isteyenler için çok mantıklı. Kontörlü sistem gibi düşünün ben daha önce neden almadım diye kendime kızıyorum fakat şöyle bir durum var şifre yaklaşık 4 saatte geldi bana tek sorun o.
2022-01-20,5,Parfait pour lancer un compte Netflix. Livraison du code sous 2/3 heures.
2022-01-15,5,Çok hızlı teslimat. Teşekkürler 🙏🏽😌
2021-01-10,5,75 ve 100 tl lik kartların olması iyi ama yüksek miktarlı alımlarda indirim yapılsa  daha iyi olacaktır.
2022-04-18,5,Kolay pratik güvenli alışveriş adresi ben çok sevdim ve sonsuz güvenim var neden çünkü karşınızda herzaman muhatap olacak birisi mutlaka var teşekkürler hebsiburada
2022-03-15,5,Harika defalarca yazdım Hepsiburada çok mükemmel 1 alışveriş sitesi tavsiye ederim herkese dostlar ben Serhad gönül rahatlığı ile alın derim
2022-02-27,5,Satın aldıktan 1 saat sonra e-posta ile iletildi. 7 tane kod almıştım 6. ve 7. kodlar 1 gün boyunca aktif olmadı netflix ile görüştüm 1 gün beklemem tavsiye edildi. Ertesi gün kalan kodları da kullanabildim.
2021-12-29,5,Mail gelmediyse spam kutusuna bakmali. Hemen gelmis ama ben bir yarim saat bekledim bos bos 😅
2022-01-29,5,"Dijital bir ürünü hepsiburada güvencesi ile almak güzel bir şey. İsterseniz 100 isterseniz 75, istersenix ikisini birden alıp ekleyebiliyorsunuz. Kodlar maile sorunsuz şekilde geldi"
2022-04-24,5,Depresyondaydım hayatımı kurtardı bi film izleyip ağlayıp uyumuşum
2022-04-21,5,Harika hizmet ancak tek tek aldırıyorsunuz yoruluyorum. Çoklu alını geri getirin teşekkür ederiz
2022-03-18,5,"sorunsuz bağlandım, sürekli abonelik yerine istediği zaman seyredenler için gayet iyi bir seçenek"
2022-04-21,5,Harika hizmet ancak tek tek aldırıyorsunuz yoruluyorum. Çoklu alını geri getirin teşekkür ederiz
2022-04-06,5,Hediye kartı 24 saat içinde geldi. Eposta ile gelmesi çok iyi.
2022-04-28,5,Gayet hızlı teşekkür ederim
2022-05-09,5,"Birkaç saat sonra geldi, sorunsuz bir şekilde hesabıma işledim"
2022-03-29,5,Received to my registered email within an hour
2022-04-06,5,süper
2022-05-04,5,Very cheap!
2022-05-08,5,👍 top
2022-03-21,5,Hızlı teslimat için teşekkürler
2022-03-21,5,Bir saat sonra kod geldi
2021-07-13,5,Bu çok hızlı elime geçti maile direk geldi diyenler nasıl geldi anlamıyorum tam 19 saat oldu gelen sadece reklam mailleri şaşırtıcı derecede hızlı evet anında parayı kestiler daha ortada cod mor yok ☺️☺️ hızınız için teşekkürler parayı çekme hızınız için
2022-04-25,5,tam beklediğim gibi geldi. ürün metaryali çok güzel. beklentimi karşıladı
2021-10-14,5,"Bir keresinde çocuğun tabletinden oyun satın almak için kredi kartı bilgilerimi girmiştim. Fakat ilerleyen günlerde çocuk rastgele basıp bi sürü paralı oyun satın almış. Kredi kartı ekstresinde görünce ufak çapta bir kalp spazmı geçirmiştim. 😀 Muhtemelen bu hadiseyi benim gibi çocuğu olan bir çok kişi yaşamıştır. En güzeli ön yüklemeli kart almak. Kredi kartıyla uğraşmadan buradan alıp yüklüyorum, kafam rahat. Şimdiye kadar hiç sorun yaşamadım. Siparişi verir vermez geceyarısı bile olsa kod yaklaşık 15-20 dakika içinde mail veya SMS yoluyla gönderiliyor. Kodu anında girip istediğiniz uygulamayı satın alabiliyorsunuz."
2022-02-02,5,"Ürün kodu yaklaşık 12 saat sonra teslim edildi. Google Play&#039;deki bir uygulamayı indirim teklifinden yararlanarak almak istedim. Ancak kod 12 saat sonra teslim edildiği için indirim süresi geçti. 
Alırken bu durumu dikkate almanızda fayda var."
2022-01-31,4,Dijital bir kod alımında teslimatın daha hızlı olmasını beklerdim. Acele olarak Google Play&#039;de bakiye lazım olan durumlarda kullanılması mümkün görünmüyor maalesef. Ayrıca Hepsipay cüzdandaki papel paranın bu ürünün satın alınmasında kullanılamaması da benim açımdan bir sorun. Papel para zaten kullanım süresi kısıtlı olan bir para ve o süre içinde böyle bir ürünü satın almak için kullanılabilmesi lazım diye düşünüyorum. Çünkü o süre içinde başka bir şey almaya ihtiyaç olmayabiliyor.
2022-03-04,5,"Kod&#039;un gelmesi 1-2 saat arasında sürüyor, fakat yüklemesi çok kolay kod girmeye çalışmıyorsunuz, link e tıkladığınızda otomatik yükleniyor"
2022-01-16,5,sorun çıkar diye korktum. ama çıkmadı 🤪
2022-03-19,5,Once kod aldık cabuk geldi beklemedik ama google yukleyemedık ıadesıde yapıldı tesekkur ederim
2022-03-18,5,"1-2 saat içinde  kod gönderildi , işlemimizi hallettik. teşekkür ederiz"
2022-04-01,5,Hemen geldi
2021-07-13,5,Bu çok hızlı elime geçti maile direk geldi diyenler nasıl geldi anlamıyorum tam 19 saat oldu gelen sadece reklam mailleri şaşırtıcı derecede hızlı evet anında parayı kestiler daha ortada cod mor yok ☺️☺️ hızınız için teşekkürler parayı çekme hızınız için
2022-04-25,5,tam beklediğim gibi geldi. ürün metaryali çok güzel. beklentimi karşıladı
2021-10-14,5,"Bir keresinde çocuğun tabletinden oyun satın almak için kredi kartı bilgilerimi girmiştim. Fakat ilerleyen günlerde çocuk rastgele basıp bi sürü paralı oyun satın almış. Kredi kartı ekstresinde görünce ufak çapta bir kalp spazmı geçirmiştim. 😀 Muhtemelen bu hadiseyi benim gibi çocuğu olan bir çok kişi yaşamıştır. En güzeli ön yüklemeli kart almak. Kredi kartıyla uğraşmadan buradan alıp yüklüyorum, kafam rahat. Şimdiye kadar hiç sorun yaşamadım. Siparişi verir vermez geceyarısı bile olsa kod yaklaşık 15-20 dakika içinde mail veya SMS yoluyla gönderiliyor. Kodu anında girip istediğiniz uygulamayı satın alabiliyorsunuz."
2022-02-02,5,"Ürün kodu yaklaşık 12 saat sonra teslim edildi. Google Play&#039;deki bir uygulamayı indirim teklifinden yararlanarak almak istedim. Ancak kod 12 saat sonra teslim edildiği için indirim süresi geçti. 
Alırken bu durumu dikkate almanızda fayda var."
2022-01-31,4,Dijital bir kod alımında teslimatın daha hızlı olmasını beklerdim. Acele olarak Google Play&#039;de bakiye lazım olan durumlarda kullanılması mümkün görünmüyor maalesef. Ayrıca Hepsipay cüzdandaki papel paranın bu ürünün satın alınmasında kullanılamaması da benim açımdan bir sorun. Papel para zaten kullanım süresi kısıtlı olan bir para ve o süre içinde böyle bir ürünü satın almak için kullanılabilmesi lazım diye düşünüyorum. Çünkü o süre içinde başka bir şey almaya ihtiyaç olmayabiliyor.
2022-03-04,5,"Kod&#039;un gelmesi 1-2 saat arasında sürüyor, fakat yüklemesi çok kolay kod girmeye çalışmıyorsunuz, link e tıkladığınızda otomatik yükleniyor"
2022-01-16,5,sorun çıkar diye korktum. ama çıkmadı 🤪
2022-03-19,5,Once kod aldık cabuk geldi beklemedik ama google yukleyemedık ıadesıde yapıldı tesekkur ederim
2022-03-18,5,"1-2 saat içinde  kod gönderildi , işlemimizi hallettik. teşekkür ederiz"
2022-04-01,5,Hemen geldi
2021-07-13,5,Bu çok hızlı elime geçti maile direk geldi diyenler nasıl geldi anlamıyorum tam 19 saat oldu gelen sadece reklam mailleri şaşırtıcı derecede hızlı evet anında parayı kestiler daha ortada cod mor yok ☺️☺️ hızınız için teşekkürler parayı çekme hızınız için
2022-04-25,5,tam beklediğim gibi geldi. ürün metaryali çok güzel. beklentimi karşıladı
2021-10-14,5,"Bir keresinde çocuğun tabletinden oyun satın almak için kredi kartı bilgilerimi girmiştim. Fakat ilerleyen günlerde çocuk rastgele basıp bi sürü paralı oyun satın almış. Kredi kartı ekstresinde görünce ufak çapta bir kalp spazmı geçirmiştim. 😀 Muhtemelen bu hadiseyi benim gibi çocuğu olan bir çok kişi yaşamıştır. En güzeli ön yüklemeli kart almak. Kredi kartıyla uğraşmadan buradan alıp yüklüyorum, kafam rahat. Şimdiye kadar hiç sorun yaşamadım. Siparişi verir vermez geceyarısı bile olsa kod yaklaşık 15-20 dakika içinde mail veya SMS yoluyla gönderiliyor. Kodu anında girip istediğiniz uygulamayı satın alabiliyorsunuz."
2022-02-02,5,"Ürün kodu yaklaşık 12 saat sonra teslim edildi. Google Play&#039;deki bir uygulamayı indirim teklifinden yararlanarak almak istedim. Ancak kod 12 saat sonra teslim edildiği için indirim süresi geçti. 
Alırken bu durumu dikkate almanızda fayda var."
2022-01-31,4,Dijital bir kod alımında teslimatın daha hızlı olmasını beklerdim. Acele olarak Google Play&#039;de bakiye lazım olan durumlarda kullanılması mümkün görünmüyor maalesef. Ayrıca Hepsipay cüzdandaki papel paranın bu ürünün satın alınmasında kullanılamaması da benim açımdan bir sorun. Papel para zaten kullanım süresi kısıtlı olan bir para ve o süre içinde böyle bir ürünü satın almak için kullanılabilmesi lazım diye düşünüyorum. Çünkü o süre içinde başka bir şey almaya ihtiyaç olmayabiliyor.
2022-03-04,5,"Kod&#039;un gelmesi 1-2 saat arasında sürüyor, fakat yüklemesi çok kolay kod girmeye çalışmıyorsunuz, link e tıkladığınızda otomatik yükleniyor"
2022-01-16,5,sorun çıkar diye korktum. ama çıkmadı 🤪
2022-03-19,5,Once kod aldık cabuk geldi beklemedik ama google yukleyemedık ıadesıde yapıldı tesekkur ederim
2022-03-18,5,"1-2 saat içinde  kod gönderildi , işlemimizi hallettik. teşekkür ederiz"
2022-04-01,5,Hemen geldi
2022-04-30,5,hediye için kesinlikle tavsiye ederim. Bayram üstü çok güzel hediye oldu sevdiklerimiz için.
2022-05-07,1,bakiye olarak eklenmiyor.
2022-04-30,5,Çok sevdiğim birine bayram hediyesi olarak aldım. İyi düşünülmüş bir hediye. Teşekkürler Hepsiburada!
2022-05-02,1,bakiye olarak eklenmiyor.
2022-04-30,5,hediye için kesinlikle tavsiye ederim. Bayram üstü çok güzel hediye oldu sevdiklerimiz için.
2022-05-07,1,bakiye olarak eklenmiyor.
2022-04-30,5,Çok sevdiğim birine bayram hediyesi olarak aldım. İyi düşünülmüş bir hediye. Teşekkürler Hepsiburada!
2022-05-02,1,bakiye olarak eklenmiyor.
2022-04-30,5,hediye için kesinlikle tavsiye ederim. Bayram üstü çok güzel hediye oldu sevdiklerimiz için.
2022-05-07,1,bakiye olarak eklenmiyor.
2022-04-30,5,Çok sevdiğim birine bayram hediyesi olarak aldım. İyi düşünülmüş bir hediye. Teşekkürler Hepsiburada!
2022-05-02,1,bakiye olarak eklenmiyor.
2022-03-23,5,güvenilir mağaza 5 dk da teslimat :)
2022-01-24,5,Sorunsuz.
2022-02-15,1,Tek kelimeyle berbat
2022-01-28,5,BYNOGAME KOD GETİR
2022-04-13,2,Merhaba aldım ama şifre gelmedi
2022-03-10,5,Hemen anında istediğiniz yere atıoyolar
2022-03-22,5,Hızlı bir şekilde geldi.
2022-02-01,5,Çok iyi şuan kaldırılmış galiba tekrar gelsinn.
2022-02-09,5,Ürün çok iyi tekrar gelmesini çok istiyoruz
2022-02-18,5,saniyesinde geldi kod
2022-02-01,5,Çok iyi tekrar gelsin plase.
2022-02-09,5,Ürün çok iyi tekrar gelmesini çok istiyoruz
2022-04-05,5,ürün güzel alınır
2021-08-06,3,Anında teslim edilmedi ve soruma teslimden sonra cevap verildi ama güvenilir satıcı.
2022-02-01,5,Çok iyi tekrar gelsin plsss
2022-02-09,5,"Ürün çok iyi tekrar gelmesini
Çok istiyoruz"
2020-05-02,5,"Kod anında geldi hepsiburada tarafında bir sıkıntı yok ama blutvde daha önce premium üyeliğiniz varsa o ne zaman bittiyse bir yılı ona ekliyor yani hak kaybı oluyor. Bunu önlemek için yeni hesap açmanız gerekiyor. Blu tv içeriğini sürekli güncelliyor, yerli firmalara destek olmak lazım."
2020-10-07,5,"Bu 2. defa alışım bu ürünü. Daha önce ilk aboneliğimdi ve sıfırdan üyelik oluşturup almıştım. Hepsiburada kaynaklı hiçbir sorun olmadan kullandım (1 defa blutv kaynaklı telefon indirme konusunda sıkıntı yaşamıştım ama bir süre sonra o da çözüldü). Neyse şuan üyeliğimin bitmesine 1 ay kala indirimde görüp 1 yıllık abonelik daha aldım. Ürünün ödemesini yapar yapmaz hepsiburadadan sipariş onayıyla birlikte dijital kodda geldi. Hız mükemmel. 1 ay daha olduğu için hak kaybı yaşar mıyım diye düşünerek çekindim hatta kodu girdiğimde bana bugün itibariyle 1 yıl verileceği yazıyordu ama olası baska bir sıkıntı olmaması için o 1 aylık zamanı önemsemedim ve onayladım kod kullanımını ve şuan normalde üyelik bitiş tarihimin üzerine 1 yıl ekledi. Yani herhangi bir hak kaybı yaşamadım. Hak kaybı yaşadığını söyleyen arkadaşlar olmuş ama ben yaşamadım bilemiyorum. İçerik konusunda beni tatmin ediyor, ara ara açıp izleyeceğim kafa dağıtacağım şeyler bulabiliyorum. Bu konu biraz kişisel olduğu için pek yorum yapamayacağım ama diğer konularda benim yaşadığım kafa karışıklığı ve çekinceleri yaşayan olmasın diye bilgilendirmek istedim."
