tarih,derece,yorum
2022-05-05,5,Fiyatına göre çok güzel bir ürün. Taşları plastik olmasına rağmen kaliteli. Satıcı sorulara hızlı cevap eriyor.
2022-02-09,5,"Özellikle 5 puan verdımkı yorumum yukarda kalsın,a4 gibi bir kagıda printerdan çıktı alıp oyun kağıdı yapmışlar ,kalite sıfır .almayın yazıcından cıktı alıp kendiniz yapın daha iyi.iade ediyorum"
2021-12-22,1,"Hangi kart olduğunu sadece önünden değil, arkasından da görebiliyorsunuz. Karşınızdakinin elindeki kartı bilmek için mükemmel bir dizayn. Ama böyle olunca herkes birbirinin kartını bildiği için oyunların pek bir eğlencesi kalmıyor. Kahve altlığı olarak kullanabilirsiniz ama kartlar o kadar ince ki bütün desteyi beraber kullanmanız gerek. Hep özenmişimdir, karttan ev yapayım dedim ama nefes alınca 10 şiddetinde depreme maruz kalmış gibi yıkılıp uçuşuyor. O kadar hafif ki yer çekimi etki etmiyor, helyum balonu gibi havalanıyor. Yok gibi birşey, sanki bir deste boşluk almışım. Neyse daha yazarım ama anladınız siz. Gülmeyin de gidin başka deste alın."
2022-05-09,5,Ürün göründüğü gibiydi
2021-12-17,5,fiyatına göre güzel
2021-10-17,5,İyi sadece çok ince ışık olduğunda  arkadan baktığınızda hangi kart olduğu belli oluyor ama yinede iyi
2021-11-17,5,fiyat performans iyi henüz bir yırtılma olmadı
2021-12-14,4,ürün f/p ürünü fiyatına göre idare eder kargolama gayet hızlı ve erken ulaştı açılmamış ambalajında geliyor
2021-12-31,4,Fiyatına Göre İyi Fakat İskambiller Çok İnce Oynanırken Çok Fazla Deforme Oluyor
2022-01-27,5,Çok iyi
2022-01-28,4,Çok güzel tavsiye ederim.
2020-11-23,5,Mükemmel. Gerek sessiz olması gerek güncel oyunları 60fps de çalıştırması işte bu dedirten bir cihaz olmuş. Tabii tam performans almak için 1-2 sene içinde özel çıkacak olan oyunlara bakmak gerek. Ama sony yi bildiğimiz için kaliteyi en üst seviye ye çıkaracak.
2021-02-05,5,"Konsolu evonline satıcısından aldım. Daha önce duymadığım bir satıcıydı ama puanı iyi olduğu için HB güvencesiyle gözüm kapalı sipariş verdim. Ürün çok güzel paketlenmişti iki kat pata sarılıp üstüne paket yapmışlar. Sadece aldığım günün bir tam gün sonrası akşamına kargoladılar ancak neyse ki kargo ertesi gün geldi o nedenle sorun yok, 5 yıldız. 

Ürüne gelecek olursak konsol mükemmel ötesi. Daha ilk açılıştan itibaren çok daha premium bir tecrübe olacağı anlaşılıyor. Menüler arası geçiş yağ gibi akıyor, Store a girince oluşan eski lag dan eser yok. Özellikle PS4 Pro dan sonra aşırı sessiz oyunlarda bile sadece kucağımı dayayınca fan sesi anlaşılıyor. Optik ses çıkışı yok bu nesilde o nedenle üstüne bir de hami audio extractor almak durumunda kaldım Gplus 4K224A modeli eğer sizde de durum aynıysa bunu tavsiye ederim, 5.1 modunda DTS ve Dolby bitstream çıkış alabiliyorum artık optikle.

Bu arada patchlenen eski oyunları 60 fps de oynayınca tüm younları öyle oynamak istiyor insan, umarım bundan sonra yeni oyunlarda da daha düşük çözünürlük ama 60 fps modu eklerler. 

Yeni oyunlarda DualSense is tam bir dahiyane icat, eski kolların titreşimiyle hiç alakası yok, ben bu özelliği okuyup geçmiştim sadece bir iki oyunda olur diye ama sırf bu nedenle bile yeni jenerasyon konsol alınır o derece iyi, üstelik geriye dönük hem Sony hem 3rd party stüdyoların oyunlarına patch çıkmaya başladı bu kolu özellikleriyle kullansın diye. 

Ses olarak ta Demon&#039;s Souls ta kulaklıkla 3D audio dedikleri şeyi niye bu kadar abarttıklarını anladım, tasvirle anlaşılmaz gerçekten tecrübe edince anlıyorsunuz sesin önemini. RE Village oyununda da varmış ama çok daha fazla oyuna koymaları lazım tüm yeni Sony oyunlarında garanti olacakmış ama bakalım CoD veya FIFA kadar çok satan oyunların bundan sonraki yeni versiyonlarında olacak mı, olursa efsane olur."
2021-10-01,5,Ürün çok güzel gayet stabil ve sessiz çalışıyor. Satıcı çok iyiydi teslim süresi daha uzun yazmasına rağmen akşam verdiğim sipariş ertesi gün kargodaydı. Paketleme ve hız konusunda teşekkür ederim.
2021-06-05,2,Ürünü Sony Eurasia garantili diye Boğaziçi İletişim firmasından satın aldım ancak ürünün yurt dışından getirilmiş ürün olduğunu farkedip hemen kutuyu dahi açmadan firmayı aradım. Herkes durumdan bir haber. Durumu yetkiliye anlattım sony eurasia garantili olduğunu belirtti ve soru sormama fırsat bile vermeden yüzüme kapattı. Tekrar aradım telefonu açmalarına rağmen ki kendi aralarında konuşma seslerini duydum bana cevap dahi verilmedi. Bence yanıltıcı olmaktansa dürüst satıcı olmayı tercih etmelilerdi. Sonuçta para herkes için kolay kazanılmıyor. Ve çokta içime sinmeyen bir alışveriş oldu. Bu fiyata yurtdışından hem ps5 hem 2.kol hemde şarj cihazlı bir şekilde  alınabilirdim (hata etmişim). Hepsiburada bence böyle firmalara fırsat kollatmamalı.
2021-11-18,5,Ürün belli zaten cihaz on numara hızlı kargo lakin kargoda hızdan dolayı kutu yırtılmış geldi Allah&#039;tan cihaz zarar görmemiştir firma ürünü paketlemis lakin bu kadar üst kalite cihazları daha sağlam ve daha özenli paketleseler insanın aklına şüphe gelmez acaba teşhir ürünümü yoksa iade gelen ürünü mü yolladilar diye neyse yine de teşekkürler
2020-11-26,5,Ürüne diyecek bir şey zaten yok. Overgame de harika bir satıcı. Hepsijet beni biraz üzdü. Özellikle böylesine heyecanla beklenen bir ürün için daha özenli davranılmasını beklerdim.
2021-11-18,5,Cihaz yıldız üstü o belli kargo hızlı idi teşekkürler tek sıkıntı üst kalite cihazlarda daha özenli kargo yapılsa mükemmel olur çünkü kutu patlak geldi inşallah cihazda bir sıkıntı yoktur
2022-03-17,5,"Cihaz harika çalışıyor, kusur yok, hata yok, ancak teslimat 5 gün gecikti

Çok teşekkürler"
2021-06-12,5,"Ürün 1 hafta içinde elime ulaştı, gönderen firmaya teşekkür ederim çok hızlı ve sağlam bir şekilde ürünü yolladıkları için. Elime ulaşır ulaşmaz açtım herhangi bir sorun yok sapasağlam geldi ürün, Teşekkür ederim."
2021-10-25,5,Ps5 sıfır kapalı kutu Sony garantili sorunsuz elime ulaştı hızlı kargo güvenli alışveriş hepsiburada ya teşekkür ederim
2020-11-10,5,10 Kasım 00:00&#039;da teslim edildi hem de sürpriz ile. Hepsiburada&#039;ya bir kez daha teşekkürler :) Konsolun kendisini anlatmama gerek yok yeni nesilin en güçlüsü.
2020-11-30,5,"Teslimat hızlı. Belirtilen tarihten erken erken geldi. 

Ürünün kalitesi belli. Güçlü bir cihaz. 4k 60 fps ve 2k 120 fps için uygun. Teknik olarak 4k 120 fps almanız mümkün ama çoğu oyun 4k 60 fps olarak çıkacaktır. 1080p de oyun oynayacak olanlar series s modeline bakabilirler.

Tasarım minimal ve şık. Arayüz sade ve hızlı. Quick resume ile oyunlar arası hızlı geçiş yapabilmek çok güzel. 

Keşke display port ve 3.5 mm jack girişi de yer alsaymış. Eğer bir tv değil de monitor kullanacaksanız monitorunuzde 3.5mm ses çıkışı olduğuna emin olun. Bazı monitorlerde ses girişi olarak yer alıyor. Test etmeden karar vermeyin.

Eğer sadece oyun oynacaksız konsol tercih etmek mantıklı. Pc ye göre yaklaşık 2 kat daha ucuz. Ayrıca çoğu oyun konsollara optimize edilir. 

Xbox’ta game pass sistemi var Bu  sistem ile bir çok oyunu aylık ödeme ile ucuza oynayabilirsiniz. Bunları 1-2 3. parti oyunla desteklerseniz oyunsuz kalmazsınız. Eğer sony nin özel oyunlarını illaki oynayacağım diye bir isteğiniz yoksa; Ben her ay 700 lira verip oyun alamam diyorsanız; Ben sadece oyun oynacağım, başka işler yapmayacağım ya da bu işleri yapacak PC’im var diyorsanız Xbox Series X tam size göre bir ürün."
2021-05-15,5,"İki tane cihaz var biri nedense daha ucuz(xbox series x 7.500 PlayStation 5 -10.000) birinin kontrolcüsü diğerinden daha iyi(PlayStation kontrolcülerin neredeyse hepsinde analog dirift sorunu çıktı ki bu sorun çıkan kardeşlerim varsa hiç gidip yeni bir kontrolcü almasınlar v2 yi beklemek zorundasınız.ben ps4 ümde böyle 4 tane kontrolcü attım bu ps5 te daha ilk 3 ayda bu sorun çıkıyorsa 1 senenin sonunda bu sorunu kesinlikle yaşıyacaksınız.bilen bilir gerçek fps oyuncusunun ilk yaptığı şey ayarlardan titreşimi kapatmaktır yani titriyo öyle hisli böyle hisli gerçek oyuncunun umrunda olmayan şeyler)birinin depolaması daha yüksek(xbox series x 800 gb PlayStation 5 600 gb ki bu depolama 4 le aynı neredeyse)birinde sürekli olarak bi yazılım desteği var hergün bir oyuna fps boost desteği geliyo PlayStation da eski oyun desteği bile yok.bir konsolda oyunlar 600 liradan kapı açıyor birinde yarı fiyatı(burada gamepassten bahsetmiyorum o ülkemize sunulmuş bir armağan kardeşlikle 22,5 liraya aylık neredeyse bedava 300 e yakın oyun oynayabiliyorsun.bahsettiğim şey micrasoft store ve PlayStation store fiyatları ki bunu oyun medyasında kimse ağzına bile almıyor,yeni oyunlar ikisindede pahalı fakat bir whitcher 3 gidip bakın playstation store da 200 lira olduğunu micrasoft store aynı oyunun 40 lira olduğunu görüceksiniz)bi konsol daha güçlü daha sessiz ve daha serin.ama sen yinede 6 yılda bi tane god of war oynuyacağım diye(last of us 2 yide ps4 e çıkarmak elinde ki tek kozu nasıl bi kafadır bilemiyorum)PlayStation almak istiyorsan sen bilirsin kardeşim:)"
2020-11-11,5,"9 Kasımda geldi, özenli sorunsuz hızlı teslimat. Alet zaten mükemmel."
2020-12-06,5,Konsolu bilen biliyor anlatmaya gerek yok. Fakat hepsijet cumartesi çıkan kargoyu çarşamba günü teslim etti. Aynı gün arasla çıkan kargom pazartesi elime ulaştı. HepsiJet isim için biraz abartılı olmuş.  Hepsigeliyoruzabiazbekle ya da hepsiyoğunlukvarabi olsa daha iyi olurmuş.
2020-11-10,5,"Bugün elime ulaştı problemsiz. Bu kadar çabuk gönderilmesini beklemiyordum, teşekkürler !"
2021-07-02,5,"Cihaz hakkında söylenmeyenleri yazıcam
1: Cihaza one x ten geçtim aynı grafik değerlerinde 4k 60 fps bariz daha yüksek grafikler veriyor
2: Cihazda apple tv var arkadaşlar apple dan film satın aldıysanız burada izleyebilirsiniz
3: 8 tb lık harddiscimi taktım 4k 1080p filmlerimi ışık hızında açıyor format seçmiyor 600 küsür filmi tek cihazda izliyorum 
5:Önceki model gibi optik çıkış yok monitör den alıyorum sesi ve kol küçülmüş gaz tuşlarıda küçülmüş 
6: Başlarda birkaç sıkıntı yaşadım sanırım kola bitik pil takmıştım ama hepsiburada yetkilileri yardımcı olmak istemedi firma daha çok yardımcı oldu 
7: YouTube da vs izlence uygulamaları çok kaliteli görüntü veriyor kısacası cihaz king ısı yok ses yok"
2022-02-03,5,10 yıldan fazladır Xbox kullanıcısıyım. One X&#039;den geçmeyi 4K Oled almadan önce mantıklı bulmadığım için bu zamana kadar ertelemiştim. Ama geç bile kalmışım. Görüntü kalitesi ve oyun keyfi kat kat attı. Ayrıca yakın dönemde Gamepass&#039;ın avantajı ile çok fazla oyuna erişimin kolaylasmasi PlayStation cephesini çok sıkıntıya sokacaktır. Ben ilk oynadığım dönemde insanlara Xboxtan bahsettiğimde bilen pek çıkmazdı. Önceden keşfettiğim için şanslıyım. Şimdi insanların bu konsolu alıp oynadıklarını görmek keyif verici.
2020-11-11,5,Ultra hızlı kargo. Gösterdiği günden üç gün erken geldi. Satıcı hepsiburadaydı. Harika!
2020-11-17,5,Beklediğimden 3 gün önce gönderildi bu konuda çok şanslıyım. Ürüne yorum yapmaya gerek var mı? Muhteşem
2020-11-21,5,"Harika bir kargolamayla teslim edildi. 24 Kasım teslim denmesine rağmen 21 Kasım tarihinde sabah erken vakitte elimde oldu. Ürün’ün doluluğu ağırlığından belli oluyor, kaliteli malzeme, güzel servis. Teşekkürler."
2021-05-19,5,"Ürünlerim geldi. Faturası içerisindeydi. Söylendiği gibi Euresia garantisi altında olduğunu gösteren fotoğrafları paylaşıyorum. Bayram kapanmasından dolayı biraz bekledim kargoyu ancak tasarım vs müthiş. Beklemeye değer. 
Ayrica paketleme gayet iyi yapılmış idi. Sorunsuz teslimat için teşekkür ederim..."
2021-06-17,4,"Dualsense kusursuz herkes biliyor, ancak bilgisayarda kullanmak için alacak kişilerin bilgisine, Şu anlık bilgisayarda tam olarak desteklenmiyor, sadece Steam uygulaması ve içerisindeki bazı oyunlar destekliyor. Bunu bilmeyip Microsoft uygulaması üzerinden Forza Horizon 4 oynamak için almıştım, bağlamakta biraz zorlandım bağlamak isteyen arkadaşlar YouTube üzerinden DS4windows uygulaması kurulumunu araştırıp kolu bilgisayara kablolu veya kablosuz bağlayabilir ve istediği oyunu oynayabilir, şu anlık tetik tuşlarının gerilme özelliği PS5’teki gibi bilgisayar üzerinde çalışmıyor fakat titreşim çalışıyor, aynı Dualshock 4 gibi. (Yanınızda Usb-C kablosu bulundurun Sony kutu içeriğine kabloyu eklememiş). Umarım ilerde bilgisayara tam uyarlama getirilir, 1 yıldızı buradan kestim."
2021-08-28,5,"Ürün özelliği vs yazmaya gerek yok. Önemli olan hızlı teslimat, söylenildiği gibi Orjinal ve Sony Eurasia Garantili"
2022-01-11,5,Ürün gayet kaliteli hiçbir sıkıntısı olmadan elime ulaştı.Fakat satıcının ürünü kargoya vermesi gecikti.Hepsiburada Whatsapp destek hattından iletişime geçmesem belki 2 3 gün daha kargoya vermeyeceklerdi. Yarın kapında diyordu fakat 2 3 gün sonra anca elime ulaştı.Fakat güzel paketlenmişti.
2021-02-27,5,Bana kıyak mı yapıldı bilemiyorum güzel bir days Gone sapkasida yollamış sagolsunlar oyununuda severek bitirmiştim ayrı olarak çok mutlu oldum dualsense piyasadaki en teknolojik gamepad parasını hak ediyor Sony garantili almanız tavsiyemdir over game bu işin krallarindan emeğinize sağlık teşekkürler.
2020-11-29,4,ürün çok güzel amaaa çok ta pahalı.
2021-07-01,5,Ürün istanbul dan konya ya 3 gunde geldi kutuda deforme yoktu yaninda analog koruyucu gondermis o cok guzel hediyeydi teşekkürler asiri memnun kaldim saticidan
2022-01-06,5,"Salı akşam 6:30da verdiğim sipariş Çarşamba sabah 9:30da kapımdaydı.Mükemmel hepsiburada kargosu. Ürüne gelirsek, kutuyu açtığımda cihaz herhangi bir jelatin veya korumayla sarılı değildi dümdüz kutunun içinde duruyordu. Enteresan geldiği için kutu açılış videolarını izledim genellikle bir koruma kağıdı ile sarılıyor ama bazı kutularda yok sanırım üreticiyle alakalı. PCde Fifa oynamak için aldım, usb dongle bluetooth ile direkt bağlanıp steam üzerinden hiç bir ayar yapmadan oynadım sorunsuz. Cihaz aşırı iyi tepki süresi vs gerçekten başarılı."
2021-08-10,5,"Daha önce ithalatçı garantili ürünlerde yaşadığım sorundan dolayı Eurasia Garantili olmasına dikkat ederek aldım.

Bilgisayara direkt bluetooth ile bağlayabiliyorsunuz, fakat etkili olmadığı noktalar oluyor. Benim gibi bilgisayarda daha etkili şekilde kullanmak istiyorsanız 2 seçenek mevcut:
1- Steam üzerinden konfigürasyon yapmak (Big Picture Mode&#039;da açmak gerekiyor, internette bolca yazı/video var)
2- Üçüncü parti yazılımları kullanmak (en popüler olanı DS4Windows)

Ben ihtiyacımı karşıladığı için Steam üzerinden bunu yapıyorum, Steam dışı oyunları da Steam&#039;e ekleyerek aynı ayarlarla kullanmaya devam edebiliyorsunuz."
2021-11-02,5,Sipariş ve satıcı cok iyi ama T ürkiye&#039;de bu fiyatlar çok işimiz zor bir oyun almak için 3 ay ı kapatıyoruz yazık..
2021-10-29,5,Ürün orjinal rahat rahat alabilirsiniz.
2022-04-20,5,Ürün orjinal bandrollü birgün sonra sorunsuz bir şekilde elime ulaştı teşekkürler
2021-10-06,5,Ürünün teslimatı iyiydi paketlemesi de iyiydi teşekkürler hepsiburada
2021-11-10,5,Ürün orijinal Aral game tarafindan bandrollü zaten ülkeye Aral game getiriyor Hepsiburadan 1 gün içinde elime ulaştı
2021-11-08,5,Hepsi buradaya teşekkür ederim
2021-11-01,5,Güzel teslimat ve paketleme sorunsuz 👍
2021-10-03,5,Özellikle satıcısı Hepsiburada olan ürünleri almanızı tavsiye ederim. Aynı gün teslim aldım ve herhangi bir sorun yaşamadım. Teşekkürler Hepsiburada.
2021-10-07,5,Alacaksanız Hepsiburada satıcısından alın ki bandrollü mü gelecek faturalı mı gelecek gibi dertleriniz olmasın. Hızlı gönderi için teşekkürler.
2022-04-26,5,"Ürün güzel paketlenmiş şekilde geldi, ancak hepsijet ile uğraşmak baya sıkıntılı. Sabah saat 10 da dağıtıma çıkan ürün akşam 21:30 da elime ulaştı"
2020-11-21,5,"Ön sipariş ile almıştım HepsiJet teslimat noktası ile sorunsuz hızlıca geldi çok güzel bir sistemmiş. Ürün kutusu ek bir dayanıklı sert bir kutunun içine konuşmuş şekilde geldi. Aynı anda sadece kaliteli yapımlardan en fazla 3-4 oyunu oynamak ve bunlara yüklü bedel ödemeden GamePass (Ultimate) servisi ile ulaşmak için aldım. Microsoft&#039;un yerel fiyatlandırma politikası ile paralı oyunları diğer konsollara göre daha ucuz tutması benim için ek bir neden Xbox tercih etmede. Günümüzde 6-7 yıl gidecek bu seviyede oyun bilgisayarı toplamaktan vergilerine rağmen çok daha ucuza geliyor bunu alıp geçmek. Vaktini tamamen oyun ile geçirmeyen eve gelince hızlıca hazır olan ve onu günde en fazla birkaç saat kullanacak benim gibi birisi için bu konsol ve 512 Gb yeterli. Cihazın 2K&#039;dan 4K&#039;ya yükseltme özelliği güzel çalışıyor, 50inç 4K Tv ile aramda 3 metre mesafe var ve görüntü muhteşem. Yabancı kaynaklarda da upscale vs native farkını ekranla aranızda ki mesafe 2 metre sonrasında pek fark etmiyorsunuz yazmışlar. Evde TV rafında tuttuğu yer çok küçük rafın neredeyse yarısı boş kalıyor. Fanı üstte kaldığı için arasında biraz mesafe olan rafı seçin yada ayarlayın ki hava sirkülasyonu olsun hem yanında hem üstten. Media Center gibi çeşitli platformların uygulamaları yüklenebiliyor. Cihazın arayüz, sistem ve ayarlar vb. çok akıcı oldukça kolay hallediliyor. Pahalı olup kısa sürede eskiyen çeşitli bilgisayarlardan ve neredeyse iki katı fiyatlı konsollardan daha mantıklı. Herşeyden şikayetlenen ve hiçbir şeyi beğenmeyen ülkemizdeki güya teknoloji editörü bilirkişi geçinen insanların olumsuz söylenmelerine bakmadan alın geçin. Kısacası sizde böyle birisi iseniz almanızı tavsiye ederim çok memnunum. Teşekkürler Hepsiburada."
2021-02-23,5,"Xbox one x den hemen sonra xbox series S e geçmiş biri olarak konsoldan çok çok memnunum. 4k tv im var ama xbox series S e bütçemiz yetti anca.. Konsolu alıp almama konusunda kararsız kalanlar! böylesine avantajlı fiyatlara inmişken kaçırmasınlar derim. Yakında ve telefon fiyatları yükselişe geçecek tekrardan.Sonra ah vah edersiniz söyleyeyim. Konsola gelecek olursak, ssd çok önemli bi faktör tabiki ama kimse yeni jenerasyon oyunlardan bahsetmemiş. Konsol one x den güçsüz falan değil. Eski nesil oyunlarda xbox one x in çözünürlüğü birazdaha iyi ama söz konusu yeni jenerasyonun oyunları olunca xbox series S  xbox one x i tokat manyağına çeviriyor. Bundan sonra çıkacak her oyunun yeni jenarosyona uygun olarak çıkacağını varsayarsak, yeni neslin bu şirin versiyonu geçmiş nesillerin en iyisinden çok daha iyi. Mesela Fifa 21 in eski jenerasyonu ile yeni jenerasyonu arasında müthiş farklar var öyle böyle değil.Yeni nesil konsol varken eski nesil konsol 50k çözünürlükte olsa kaç yazar..xbox series S mi yoksa one x mi? 
 yada one x den Series e geçeyim mi diye çok fazla düşünmeyin. Yeni nesile geçmek her şekilde mantıklı."
2021-12-03,5,İndirimde yakaladığım bu ürünü alarak en doğru kararı verdim. Bu kur oranıyla istediğiniz oyun zevkini sonuna kadar hissedeceğiniz bir konsol. Ayrıca Nethouse&#039;a ayrıca teşekkürler öyle bir paketlemişlerki açana kadar yorulduk. Pazartesi akşam verdiğim sipariş. Perşembe sabahı elimdeydi. Görsellerde görüldüğü gibi sıfır problem ile oyun zevkini sonuna kadar yaşıyorum. Ayrıca Gamepass ile bir oyuna 500₺ vereceğime aylık 30₺ye 100lerce oyuna erişiyorum. Teşekkürler.
2021-09-24,5,"Edindiğim ilk konsol olduğu için önceki nesillerle kıyaslama yapmam pek doğru değil ama bu nesil için işinizi kesinlikle göreceğine eminim. Öncelikle ülkede oyun fiyatları almış başını gitmişken, yeni çıkan Playstation oyunları 600-700 liradan ucuza satılmıyorken, Xbox ve Microsoft&#039;un Game Pass gibi bir sistem sunuyor olması bulunmaz bir nimet. 200&#039;den fazla oyun içeren kütüphanesine ayda 30 veya 45 lira ödeyerek erişebiliyor olmak hiçbir zaman oyunsuz kalmamanızı garanti ediyor. 
Bunu mu yoksa Series X mi alsam diye düşünüyorsanız tek bir kritere dikkat etmelisiniz. Elinizde 4K bir cihaz var mı yok mu? Yoksa Series X almanıza hiç gerek yok. Bunun dışında performans bakımından her ne kadar Series X daha güçlü olsa da, bu nesil boyunca her oyun aynı zamanda Series S&#039;e de geleceği için, her oyun özel olarak optimize edilecektir ve dolayısıyla Series S kullanan birisi de yakın gelecekte herhangi bir performans sorunu yaşamayacaktır, ki zaten satılan veya GamePass&#039;e gelen her oyun gayet iyi ve bana kalırsa yeterli grafiklerle ve performansla oynanabiliyor.
Tek eksi olarak sayabileceğim yanı 512GB olan depolama alanı. Cihaz elinize ulaştığında kurulum yapabileceğiniz yaklaşık 360GB kalıyor, ki bu küçük oyunlar için sıkıntı olmasa da, yeni çıkan büyük çaplı oyunlardan aynı anda birden fazla kuramamanıza sebep olabilir. Eğer oyunları oynayıp, bitirip, silen biriyseniz sizin için pek sıkıntı olmayacaktır ama oyunlarım her daim hazır bulunsunuz derseniz biraz sıkıntı yaşayabilirsiniz. Kıyaslama için belirtmek gerekirse Series X konsolunun da 1TB&#039;lık bir depolama alanı var ve bunun da yaklaşık 850GB kadarı kullanılabiliyor, ki bu da demek oluyor ki kullanılabilen alan Series S&#039;e kıyasla iki kattan daha fazla.
Toparlamak gerekirse, Series S kesinlikle zayıf bir konsol değil. Fiyatının diğerlerine kıyasla daha makul olması onu çok avantajlı duruma getiriyor. Beklentilerinizi buna göre ayarlarsanız yıllar boyunca hiçbir sıkıntı yaşamadan kullanabileceğiniz bir cihaz olacaktır."
2022-04-17,5,Urun sorunsuz ve hizli bir sekilde elime ulasti. Gerek gamepad gerekse de urun gayet guzel sekilde calisiyor. Bircok oyunu yukleyip denedim ve urunden tamamen memnunun.
2021-08-11,5,Microsoft Türkiye garantili olsun diye biraz fazla ödedik ama yine de piyasanın en uygunu idi. Makina zaten 10numara!
2022-03-04,4,Gelen kargoyu fotoğrafta görmektesiniz. ürün ile ilgili bir sorun yok ama kargolama..
2022-04-24,5,Beklediğimden çok daha iyi bir oyun performansı ile karşılaştım pc olmasına rağmen konsol merakım sebebiyle aldım fps oyunlarında alısması çok zor oldu ama oyunların akıcılığı ve oynanısı çok iyi microsoft market sayesindede oyun oynamasakta tüm uygulamalara appletv netflix vs erişebilmek güzel
2020-11-16,5,Ön siparişle aldığım ürün beklenmedik bir biçimde 10 kasımda erkenden teslim edildi. Hepsiburada güvencesiyle yeni nesile başlamış olduk.
2021-04-27,5,"Ürünü Teknozoom&#039;dan aldım. Belirtilen kargo tarihinde kargolandı ve teslim edildi. İlk olarak şunu belirtiyim, birisi içinden ithalatçı garantili çıkıyor demiş ama hayır, 2 yıl microsoft garantili. Hesabınızı xbox ile bağladığınızda microsoftun kendi sayfasına kendisi kaydediyor ve orada 2023&#039;e kadar garantili olduğunu görebiliyorsunuz. Cihaza gelince, şubatta ps5 alıp 1 ay kadar kullanıp sattım. Şimdi xbox series s&#039;e geçince zevklerimin o kadar pahalı ürüne gerek olmadığını görmüş oldum. Benim gibi sadece Fifa-UFC- Sea of Thieves- Warzone gibi oyunları oynuyorsanız işinizi çok rahatlıkla görür. Saydığım oyunları 60-120 fps güzel grafikte oynatabiliyor (grafik açısından bu oyunlar ps5 halinden farkı yoktu tabi 1080p monitörden bahsediyorum). Benim için şu anda depolama hariç bi eksisi yok, depolama sorununu harici harddisk ile çözmeyi planlıyorum, en azından gamepassteki oynamak istedim eski-hikayeli oyunları harddiske atacağım. Alıcılara hayırlı olsun, öneririm."
2018-03-07,5,"Güzel ve kaliteli ürün, hızlı kargo. 

Daha önce kendilerinden farklı bir konsol satın almıştım. Aynı şekilse ALB teknolojinin kaliteli hizmeti devam ediyor. Ürün içeriği eksiksiz ve güzel şekilde kutulanmış olarak geldi.

Tek dikkat edilmesi gereken konu adaptör-priz ülkemize uygun değil, firma buna dikkat ederek kutu içerisine priz çevirici eklemiş. Teşekkürler.

Konsola gelirsek, hem tv de hem dışarıda yanınız da böyle portatif bir cihazın olması muhteşem bir şey. Oyunları gün geçtikçe çoğalıyor. 

Dışarıda kullanım için mutlaka uygun bir taşıma kılıfı alınmalıdır. 
Tv de oynarken cihazı aparata tak çıkar yaparken çizilmemesi için kırılmaz-çizilmez koruyucu alınması gerekli..

"
